,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
169,Multiple Occupancy,1954,"Baseboard, Radiant, Gas",Wall,3 spaces,,$210,"$665,000","154 N Euclid Ave, Oak Park, IL 60302","3,165", No, 7, 5, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 56.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/154-N-Euclid-Ave-Oak-Park-IL-60302/2078703517_zpid/,, 2
170,Condo,No Data,Gas,No Data,None,$271/month,$166,"$124,500","850 W Washington Blvd #1, Oak Park, IL 60302",750, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 70.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/850-W-Washington-Blvd-1-Oak-Park-IL-60302/2078713732_zpid/,,
171,Single Family,1916,"Forced air, Gas",Central,3 spaces,,$220,"$499,000","1157 S Oak Park Ave, Oak Park, IL 60304","2,264", No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 35% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1157-S-Oak-Park-Ave-Oak-Park-IL-60304/3817246_zpid/,"5,135 sqft",
172,Condo,1924,No Data,No Data,1 space,$300/mo,$101,"$182,500","506 S Austin Blvd APT 2, Oak Park, IL 60304","1,800", No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 50.6% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/506-S-Austin-Blvd-APT-2-Oak-Park-IL-60304/80821217_zpid/,,
173,Single Family,1919,"Forced air, Gas",Central,2 spaces,,$181,"$580,000","1173 Highland Ave, Oak Park, IL 60304","3,200", No, 5, 5, 4,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 56.9% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1173-Highland-Ave-Oak-Park-IL-60304/3814754_zpid/,"4,726 sqft", 1
174,Condo,No Data,Gas,No Data,No Data,$276/mo,,"$130,000","858 Washington Blvd APT 1E, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 69.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/858-Washington-Blvd-APT-1E-Oak-Park-IL-60302/2085651459_zpid/,,
175,Condo,1926,"Forced air, Gas",Other,No Data,$353/mo,$145,"$144,900","1148 Washington Blvd APT 1, Oak Park, IL 60302","1,000", No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 65.9% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1148-Washington-Blvd-APT-1-Oak-Park-IL-60302/3805156_zpid/,,
176,Condo,1925,"Forced air, Gas",Central,No Data,$207/mo,$207,"$155,000","1122 Washington Blvd APT 3A, Oak Park, IL 60302",750, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 63.5% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1122-Washington-Blvd-APT-3A-Oak-Park-IL-60302/89904628_zpid/,,
177,Townhouse,2003,Forced air,Central,3 spaces,$330/month,$160,"$324,000","431 S Harvey Ave APT H, Oak Park, IL 60302","2,025", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 23.8% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/431-S-Harvey-Ave-APT-H-Oak-Park-IL-60302/63696778_zpid/,0.35 acres, 1
178,Condo,1925,Gas,Central,No Data,$209/mo,,"$149,900","1122 Washington Blvd APT 1B, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 64.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1122-Washington-Blvd-APT-1B-Oak-Park-IL-60302/89954819_zpid/,,
179,Condo,1925,Forced air,Central,None,$217/month,$159,"$147,500","1128 Washington Blvd APT 3A, Oak Park, IL 60302",929, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 65.3% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1128-Washington-Blvd-APT-3A-Oak-Park-IL-60302/89911586_zpid/,,
180,Condo,1960,Other,Refrigerator,1 space,$330/mo,$182,"$154,900","1044 Ontario St APT 2D, Oak Park, IL 60302",850, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 63.6% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1044-Ontario-St-APT-2D-Oak-Park-IL-60302/3803414_zpid/,,
181,Townhouse,2003,Forced air,Central,2 spaces,$359/month,$200,"$378,000","101 N Euclid Ave APT 27, Oak Park, IL 60301","1,890", No, 2, 3, 2,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will fall 4.6% (↓) in the next year.This home is valued 3.4% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/101-N-Euclid-Ave-APT-27-Oak-Park-IL-60301/2088765965_zpid/,No Data, 1
182,Condo,1920,Forced air,No Data,None,$345/month,$152,"$129,000","242 S Maple Ave APT 3E, Oak Park, IL 60302",850, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 69.6% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/242-S-Maple-Ave-APT-3E-Oak-Park-IL-60302/63696624_zpid/,,
183,Condo,1964,Baseboard,Other,1 space,$280/month,$101,"$91,000","914 N Austin Blvd APT B2, Oak Park, IL 60302",900, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 78.6% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/914-N-Austin-Blvd-APT-B2-Oak-Park-IL-60302/63696560_zpid/,,
184,Townhouse,1988,Forced air,Central,1 space,,$293,"$325,000","521 South Blvd, Oak Park, IL 60302","1,108", No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 23.5% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/521-South-Blvd-Oak-Park-IL-60302/3806047_zpid/,"1,306 sqft",
185,Condo,1965,Gas,Central,1 space,$345/mo,,"$154,900","655 South Blvd APT 201N, Oak Park, IL 60302",, No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 63.6% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/655-South-Blvd-APT-201N-Oak-Park-IL-60302/3805933_zpid/,,
186,Condo,1929,Other,Refrigeration,1 space,$553/month,$161,"$257,000","204 S Maple Ave APT 16, Oak Park, IL 60302","1,600", No, 3, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 39.5% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/204-S-Maple-Ave-APT-16-Oak-Park-IL-60302/3804907_zpid/,, 1
187,Townhouse,2002,"Forced air, Gas",Central,1 space,,$137,"$299,000","601 South Blvd APT E, Oak Park, IL 60302","2,180", No, 3, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 29.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/601-South-Blvd-APT-E-Oak-Park-IL-60302/2084260861_zpid/,No Data, 1
188,Single Family,1908,"Forced air, Gas",Central,2 spaces,,$245,"$225,000","1185 S Humphrey Ave, Oak Park, IL 60304",918, No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 39.1% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1185-S-Humphrey-Ave-Oak-Park-IL-60304/3814897_zpid/,"3,149 sqft",
189,Single Family,1949,"Forced air, Gas",Central,3 spaces,,$248,"$575,000","1217 N Marion St, Oak Park, IL 60302","2,318", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 35.3% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1217-N-Marion-St-Oak-Park-IL-60302/3800463_zpid/,"8,350 sqft", 1
190,Condo,1929,Other,No Data,None,$270/month,No Data,"$110,000","844 Washington Blvd APT 2, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 74.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/844-Washington-Blvd-APT-2-Oak-Park-IL-60302/61960376_zpid/,,
191,Single Family,1923,Forced air,Central,2 spaces,,,"$344,160","6 Le Moyne Pkwy, Oak Park, IL 60302","3,750", No, 4, 3, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 19% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/6-Le-Moyne-Pkwy-Oak-Park-IL-60302/3797908_zpid/,"4,373 sqft",
192,Single Family,1916,"Forced air, Gas",Central,1 space,,$286,"$399,900","951 S Elmwood Ave, Oak Park, IL 60304","1,400", No, 3, 3, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 8.2% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/951-S-Elmwood-Ave-Oak-Park-IL-60304/3817475_zpid/,"3,179 sqft", 1
193,Single Family,1919,"Forced air, Gas",Central,3 spaces,,$236,"$429,900","732 S Humphrey Ave, Oak Park, IL 60304","1,824", No, 4, 3, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 16.3% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/732-S-Humphrey-Ave-Oak-Park-IL-60304/3813888_zpid/,"4,303 sqft", 1
194,Condo,1960,Radiant,Wall,1 space,$277/month,$161,"$145,000","115 Garfield St APT 3A, Oak Park, IL 60304",900, No, 2, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 60.8% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/115-Garfield-St-APT-3A-Oak-Park-IL-60304/60265849_zpid/,,
195,Single Family,1919,"Radiant, Gas",Central,4 spaces,,$164,"$985,000","526 Augusta St, Oak Park, IL 60302","6,000", No, 5, 5, 4,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 131.7% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/526-Augusta-St-Oak-Park-IL-60302/3802763_zpid/,0.37 Acres, 1
196,Single Family,1917,Gas,Central,2 spaces,,$247,"$510,000","527 S Ridgeland Ave, Oak Park, IL 60304","2,064", No, 4, 3, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 38% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/527-S-Ridgeland-Ave-Oak-Park-IL-60304/3815909_zpid/,"5,039 sqft", 1
197,Townhouse,1906,Forced air,Central,2 spaces,$415/month,$191,"$439,000","217 N Grove Ave APT B, Oak Park, IL 60302","2,300", No, 3, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 3.3% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/217-N-Grove-Ave-APT-B-Oak-Park-IL-60302/80851236_zpid/,823 sqft, 1
198,Townhouse,2002,Gas,Central,2 spaces,$280/month,$148,"$354,000","641 S Maple Ave UNIT C, Oak Park, IL 60304","2,400", No, 3, 4, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 4.2% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/641-S-Maple-Ave-UNIT-C-Oak-Park-IL-60304/63696904_zpid/,870 sqft, 2
199,Townhouse,1989,"Forced air, Gas",Central,2 spaces,,$165,"$235,000","6 Division St, Oak Park, IL 60302","1,425", No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 44.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/6-Division-St-Oak-Park-IL-60302/3798531_zpid/,"1,066 sqft",
200,Condo,1925,Forced air,Central,None,$205/month,No Data,"$149,900","1120 Washington Blvd APT 3A, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 64.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1120-Washington-Blvd-APT-3A-Oak-Park-IL-60302/98365024_zpid/,,
201,Single Family,1929,Gas,Central,4 spaces,,$251,"$660,000","1201 N Euclid Ave, Oak Park, IL 60302","2,634", No, 4, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 55.3% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1201-N-Euclid-Ave-Oak-Park-IL-60302/3801123_zpid/,"5,976 sqft", 1
202,Single Family,1903,"Forced air, Gas",Central,2 spaces,,$252,"$429,000","511 Lyman Ave, Oak Park, IL 60304","1,700", No, 3, 3, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 16% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/511-Lyman-Ave-Oak-Park-IL-60304/3813415_zpid/,"4,443 sqft",
203,Single Family,1908,Gas,No Data,3 spaces,,$229,"$425,000","1033 S Euclid Ave, Oak Park, IL 60304","1,858", No, 3, 2, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 15% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1033-S-Euclid-Ave-Oak-Park-IL-60304/3817312_zpid/,"6,098 sqft",
204,Condo,1968,"Forced air, Gas",No Data,No Data,$349/mo,$180,"$233,500","401 S Grove Ave APT 2A, Oak Park, IL 60302","1,300", No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 45.1% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/401-S-Grove-Ave-APT-2A-Oak-Park-IL-60302/3805787_zpid/,,
205,Condo,1928,No Data,No Data,1 space,$483/mo,,"$289,900","216 S Maple Ave APT 35, Oak Park, IL 60302",, No, 3, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 31.8% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/216-S-Maple-Ave-APT-35-Oak-Park-IL-60302/3804926_zpid/,, 1
206,Townhouse,1980,"Forced air, Electric",Central,1 space,,$185,"$342,000","100 Frank Lloyd Wright Ln, Oak Park, IL 60302","1,844", No, 3, 3, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 19.5% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/100-Frank-Lloyd-Wright-Ln-Oak-Park-IL-60302/3804719_zpid/,"1,233 sqft",
207,Single Family,1932,"Forced air, Gas",Central,2 spaces,,$222,"$599,900","1223 Linden Ave, Oak Park, IL 60302","2,700", No, 4, 4, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 41.1% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1223-Linden-Ave-Oak-Park-IL-60302/3801137_zpid/,"4,713 sqft", 1
208,Condo,1944,Gas,No Data,None,$241/month,No Data,"$104,900","211 N Marion St APT 1B, Oak Park, IL 60302",, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 75.3% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/211-N-Marion-St-APT-1B-Oak-Park-IL-60302/3803396_zpid/,,
209,Single Family,1927,"Forced air, Gas",Central,4 spaces,,$148,"$698,000","1137 Columbian Ave, Oak Park, IL 60302","4,717", No, 4, 5, 4,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 64.2% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1137-Columbian-Ave-Oak-Park-IL-60302/3801316_zpid/,"6,200 sqft", 1
210,Condo,1968,Other,Other,1 space,$283/month,No Data,"$149,900","337 S Maple Ave APT 32, Oak Park, IL 60302",, No, 2, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 64.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/337-S-Maple-Ave-APT-32-Oak-Park-IL-60302/3805119_zpid/,,
211,Condo,1966,Other,Central,1 space,$581/month,$227,"$240,000","165 N Kenilworth Ave APT 5J, Oak Park, IL 60301","1,058", No, 2, 2, 2,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will fall 4.6% (↓) in the next year.This home is valued 38.6% lower (↓) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/165-N-Kenilworth-Ave-APT-5J-Oak-Park-IL-60301/3803809_zpid/,,
212,Condo,1961,Forced air,Other,1 space,$290/month,$140,"$139,500","339 Clinton Ave APT 10, Oak Park, IL 60302","1,000", No, 2, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 67.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/339-Clinton-Ave-APT-10-Oak-Park-IL-60302/3805385_zpid/,,
213,Condo,1965,Baseboard,Wall,1 space,$446/month,$176,"$249,000","201 S Maple Ave APT 404, Oak Park, IL 60302","1,411", No, 3, 2, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 41.4% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/201-S-Maple-Ave-APT-404-Oak-Park-IL-60302/3804882_zpid/,, 1
214,Single Family,1961,"Forced air, Gas",Central,2 spaces,,$595,"$599,000","1139 Highland Ave, Oak Park, IL 60304","1,007", No, 3, 5, 4,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 62% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1139-Highland-Ave-Oak-Park-IL-60304/2079399360_zpid/,"3,149 sqft", 1
215,Condo,2006,Forced air,Central,2 spaces,$505/month,$251,"$420,000","110 S Marion St UNIT 304, Oak Park, IL 60302","1,670", No, 2, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 1.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/110-S-Marion-St-UNIT-304-Oak-Park-IL-60302/87726587_zpid/,, 1
216,Condo,1972,Baseboard,None,1 space,$265/month,$144,"$129,400","430 Home Ave APT 306S, Oak Park, IL 60302",900, No, 1, 1, 1,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 69.6% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/430-Home-Ave-APT-306S-Oak-Park-IL-60302/3805746_zpid/,,
217,Single Family,1928,Gas,No Data,3 spaces,,$234,"$639,000","1210 N Elmwood Ave, Oak Park, IL 60302","2,728", No, 4, 3, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 50.3% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1210-N-Elmwood-Ave-Oak-Park-IL-60302/3801227_zpid/,"5,440 sqft", 1
218,Single Family,1922,Forced air,Central,2 spaces,None,$175,"$699,000","623 N Grove Ave, Oak Park, IL 60302","4,000", No, 4, 3, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 64.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/623-N-Grove-Ave-Oak-Park-IL-60302/3802445_zpid/,"7,187 sqft",
219,Single Family,1884,Gas,No Data,2 spaces,,$253,"$650,000","520 N Oak Park Ave, Oak Park, IL 60302","2,569", No, 6, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 52.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/520-N-Oak-Park-Ave-Oak-Park-IL-60302/3802927_zpid/,0.49 acres,
220,Single Family,1927,Gas,Central,2 spaces,,$162,"$499,000","1230 Linden Ave, Oak Park, IL 60302","3,076", No, 5, 3, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 17.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1230-Linden-Ave-Oak-Park-IL-60302/3801146_zpid/,"4,713 sqft",
221,Condo,1930,"Other, Gas",No Data,1 space,$383/mo,$181,"$289,000","324 N Marion St APT 2N, Oak Park, IL 60302","1,600", No, 3, 2, 2,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 32% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/324-N-Marion-St-APT-2N-Oak-Park-IL-60302/3803291_zpid/,,
222,Townhouse,2002,"Forced air, Gas",Central,2 spaces,,$148,"$339,000","641 S Maple Ave UNIT L, Oak Park, IL 60304","2,283", No, 3, 4, 2,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 8.3% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/641-S-Maple-Ave-UNIT-L-Oak-Park-IL-60304/63696909_zpid/,870 sqft, 2
223,Single Family,1908,Forced air,Central,2 spaces,,$171,"$599,999","1131 S Elmwood Ave, Oak Park, IL 60304","3,500", No, 4, 4, 3,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 62.3% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1131-S-Elmwood-Ave-Oak-Park-IL-60304/3817752_zpid/,"4,726 sqft", 1
224,Single Family,1927,Gas,Central,2 spaces,None,$229,"$480,000","818 N Marion St, Oak Park, IL 60302","2,100", No, 4, 3, 3,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 12.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/818-N-Marion-St-Oak-Park-IL-60302/3801805_zpid/,"6,272 sqft",
