,Type,Year built,Heating,Cooling,Parking,HOA,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Half bathrooms
603,Single Family,1961,Forced air,Central,None,None,$230,"$235,000","5129 S Homan Ave, Chicago, IL 60632","1,020", No, 5, 2, 2,"Home values in Gage Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gage Park will rise 4.9% (↑) in the next year.This home is valued 44.2% higher (↑) than the median home in Gage Park.The median Zestimate® for this neighborhood is $163,019.",https://www.zillow.com/homedetails/5129-S-Homan-Ave-Chicago-IL-60632/3928656_zpid/,"3,149 sqft",
604,Condo,2008,Gas,Central,1 space,$403/month,$366,"$275,000","1400 S Michigan Ave APT 1607, Chicago, IL 60605",751, No, 1, 1, 1,"Home values in South Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Loop will rise 3.2% (↑) in the next year.This home is valued 27% lower (↓) than the median home in South Loop.The median Zestimate® for this neighborhood is $376,901.",https://www.zillow.com/homedetails/1400-S-Michigan-Ave-APT-1607-Chicago-IL-60605/2090431189_zpid/,,
605,Single Family,1920,Forced air,Central,2 spaces,,$178,"$209,900","738 E 88th Pl, Chicago, IL 60619","1,176", No, 4, 3, 3,"Home values in Burnside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Burnside will rise 2.4% (↑) in the next year.This home is valued 69.5% higher (↑) than the median home in Burnside.The median Zestimate® for this neighborhood is $123,820.",https://www.zillow.com/homedetails/738-E-88th-Pl-Chicago-IL-60619/4116097_zpid/,"4,617 sqft",
606,Single Family,1879,Forced air,No Data,1 space,None,$131,"$170,000","7118 S Sangamon St, Chicago, IL 60621","1,300", No, 5, 2, 2,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will rise 9% (↑) in the next year.This home is valued 248.8% higher (↑) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/7118-S-Sangamon-St-Chicago-IL-60621/4008259_zpid/,"3,125 sqft",
607,Single Family,1922,"Forced air, Gas",Central,2 spaces,,$189,"$599,000","5123 N Kostner Ave, Chicago, IL 60630","3,163", No, 6, 3, 3,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 90.3% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/5123-N-Kostner-Ave-Chicago-IL-60630/3639146_zpid/,"3,811 sqft",
608,Condo,1963,Forced air,Central,1 space,"$1,040/month",$206,"$339,900","3150 N Lake Shore Dr APT 17D, Chicago, IL 60657","1,650", No, 2, 2, 2,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% (↓) in the next year.This home is valued 7.7% higher (↑) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/3150-N-Lake-Shore-Dr-APT-17D-Chicago-IL-60657/3721819_zpid/,,
609,Condo,1919,"Forced air, Gas",Central,1 space,$622/mo,$319,"$424,900","360 W Illinois St APT 107, Chicago, IL 60654","1,334", No, 2, 2, 2,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 0% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/360-W-Illinois-St-APT-107-Chicago-IL-60654/60268358_zpid/,,
610,Single Family,1944,Forced air,Central,2 spaces,None,$147,"$249,900","7932 S Perry Ave, Chicago, IL 60620","1,700", No, 4, 2, 2,"Home values in 60620 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Chatham will fall 1.9% (↓) in the next year.This home is valued 92.1% higher (↑) than the median home in West Chatham.The median Zestimate® for this neighborhood is $130,070.",https://www.zillow.com/homedetails/7932-S-Perry-Ave-Chicago-IL-60620/4016949_zpid/,"3,702 sqft",
611,Multiple Occupancy,1880,"Forced air, Gas",No Data,2 spaces,,,"$775,000","2453 W Diversey Ave, Chicago, IL 60647",, No, 7, 3, 3,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will rise 0% (↑) in the next year.This home is valued 96.2% higher (↑) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/2453-W-Diversey-Ave-Chicago-IL-60647/2090380911_zpid/,,
612,Multiple Occupancy,1898,Gas,No Data,2 spaces,,,"$54,900","8316 S Muskegon Ave, Chicago, IL 60617",, No, 6, 2, 2,"Home values in South Chicago have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Chicago will decrease 5.1% (↓) in the next year.This home is valued 43.3% lower (↓) than the median home in South Chicago.The median Zestimate® for this neighborhood is $96,782.",https://www.zillow.com/homedetails/8316-S-Muskegon-Ave-Chicago-IL-60617/2077657443_zpid/,,
613,Condo,No Data,"Forced air, Gas",Central,42 spaces,$468/mo,$650,"$1,085,000","1400 W Monroe St #5F, Chicago, IL 60607","1,669", Yes, 3, 3, 2,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 157.9% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1400-W-Monroe-St-5F-Chicago-IL-60607/2077657530_zpid/,, 1
614,Condo,1911,Forced air,Central,4 spaces,"$1,197/month",$843,"$4,300,000","14 N Peoria St #6H-7H, Chicago, IL 60607","5,100", No, 4, 4, 4,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 922% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/14-N-Peoria-St-6H-7H-Chicago-IL-60607/2077657719_zpid/,,
615,Multiple Occupancy,1910,Gas,No Data,2 spaces,,,"$279,000","5731 S Sangamon St, Chicago, IL 60621",, No, 6, 2, 2,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will rise 9% (↑) in the next year.This home is valued 472.4% higher (↑) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/5731-S-Sangamon-St-Chicago-IL-60621/2077657773_zpid/,,
616,Condo,1922,Gas,Central,1 space,$184/mo,,"$155,000","4950 N Kimball Ave APT 2W, Chicago, IL 60625",, No, 1, 1, 1,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 50.7% lower (↓) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4950-N-Kimball-Ave-APT-2W-Chicago-IL-60625/80855160_zpid/,,
617,Condo,2002,Forced air,Central,1 space,$136/month,$390,"$435,000","2031 W Crystal St #2, Chicago, IL 60622","1,115", No, 2, 2, 2,"Home values in Wicker Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wicker Park will increase 1.1% (↑) in the next year.This home is valued 25.7% lower (↓) than the median home in Wicker Park.The median Zestimate® for this neighborhood is $585,609.",https://www.zillow.com/homedetails/2031-W-Crystal-St-2-Chicago-IL-60622/65548325_zpid/,,
618,Condo,2020,Forced air,Central,1 space,$300/month,$356,"$819,900","1157 W Erie St #3W, Chicago, IL 60642","2,300", Yes, 4, 3, 2,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 61.6% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1157-W-Erie-St-3W-Chicago-IL-60642/2080137981_zpid/,, 1
619,Condo,1926,Gas,Central,1 space,$375/mo,$281,"$270,000","3963 W Belmont Ave UNIT 422, Chicago, IL 60618",961, No, 2, 1, 1,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 33.1% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3963-W-Belmont-Ave-UNIT-422-Chicago-IL-60618/113959414_zpid/,,
620,Condo,2013,"Forced air, Electric, Gas",Central,1 space,$205/mo,$267,"$799,900","2751 N Kenmore Ave #1, Chicago, IL 60614","3,000", No, 4, 3, 3,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will decrease 0.5% (↓) in the next year.This home is valued 18.1% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/2751-N-Kenmore-Ave-1-Chicago-IL-60614/2105595198_zpid/,,
621,Condo,2012,Gas,Central,2 spaces,$319/mo,$257,"$745,000","2103 N Campbell Ave APT 1S, Chicago, IL 60647","2,900", No, 4, 3, 3,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 84.6% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2103-N-Campbell-Ave-APT-1S-Chicago-IL-60647/123561167_zpid/,,
622,Condo,1975,Electric,Central,3 spaces,"$3,424/month",$614,"$3,485,000","180 E Pearson St #5801-06, Chicago, IL 60611","5,675", No, 3, 3, 2,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% (↓) in the next year.This home is valued 651.2% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/180-E-Pearson-St-5801-06-Chicago-IL-60611/2077658426_zpid/,, 1
623,Condo,2001,"Forced air, Gas",Central,1 space,$430/mo,$319,"$255,000","345 N La Salle Dr APT 510, Chicago, IL 60654",800, No, 1, 1, 1,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will fall 0.3% (↓) in the next year.This home is valued 40% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/345-N-La-Salle-Dr-APT-510-Chicago-IL-60654/63701183_zpid/,,
624,Condo,2007,Forced air,Central,1 space,$499/month,$458,"$440,000","450 E Waterside Dr UNIT 2101, Chicago, IL 60601",961, No, 1, 2, 1,"Home values in New Eastside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in New Eastside will fall 1.7% (↓) in the next year.This home is valued 10.2% lower (↓) than the median home in New Eastside.The median Zestimate® for this neighborhood is $490,075.",https://www.zillow.com/homedetails/450-E-Waterside-Dr-UNIT-2101-Chicago-IL-60601/89962114_zpid/,, 1
625,Condo,2001,Forced air,Central,1 space,$491/month,$415,"$299,000","600 N Dearborn St APT 1210, Chicago, IL 60654",720, No, 1, 1, 1,"Home values in Near North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near North will fall 0% (↓) in the next year.This home is valued 23.3% lower (↓) than the median home in Near North.The median Zestimate® for this neighborhood is $390,006.",https://www.zillow.com/homedetails/600-N-Dearborn-St-APT-1210-Chicago-IL-60654/63700351_zpid/,,
626,Condo,1920,Gas,Central,None,$270/month,$167,"$159,000","3102 W Belle Plaine Ave #G, Chicago, IL 60618",950, No, 2, 1, 1,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% (↓) in the next year.This home is valued 60.4% lower (↓) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/3102-W-Belle-Plaine-Ave-G-Chicago-IL-60618/2078016559_zpid/,,
627,Multiple Occupancy,1895,Forced air,Central,No Data,,$415,"$789,000","3648 N Wayne Ave, Chicago, IL 60613","1,900", No, 5, 3, 3,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 45.9% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3648-N-Wayne-Ave-Chicago-IL-60613/2087846356_zpid/,,
628,Condo,1915,"Forced air, Gas",Central,1 space,$210/mo,$242,"$145,000","1331 W North Shore Ave APT 3S, Chicago, IL 60626",600, No, 1, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 35.9% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1331-W-North-Shore-Ave-APT-3S-Chicago-IL-60626/87699324_zpid/,,
629,Condo,1908,Electric,Central,1 space,$564/month,$276,"$579,000","1058 W Armitage Ave #A, Chicago, IL 60614","2,100", No, 3, 3, 2,"Home values in Sheffield Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sheffield Neighbors will decrease 0.6% (↓) in the next year.This home is valued 43.8% lower (↓) than the median home in Sheffield Neighbors.The median Zestimate® for this neighborhood is $1,029,586.",https://www.zillow.com/homedetails/1058-W-Armitage-Ave-A-Chicago-IL-60614/2077659158_zpid/,, 1
630,Condo,2002,Forced air,Central,1 space,$518/month,$371,"$445,000","111 S Morgan St APT 308, Chicago, IL 60607","1,200", No, 2, 2, 2,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 5.8% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/111-S-Morgan-St-APT-308-Chicago-IL-60607/65571392_zpid/,,
631,Condo,1973,"Forced air, Electric",Central,2 spaces,"$1,476/mo",$477,"$739,000","200 E Delaware Pl APT 17F, Chicago, IL 60611","1,550", No, 3, 2, 2,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% (↓) in the next year.This home is valued 59.3% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/200-E-Delaware-Pl-APT-17F-Chicago-IL-60611/3849282_zpid/,,
632,Single Family,1951,"Forced air, Gas",Central,3 spaces,,$185,"$184,900","(Undisclosed Address), Chicago, IL 60652","1,000", No, 3, 1, 1,"Home values in Scottsdale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Scottsdale will increase 3.9% (↑) in the next year.This home is valued 9.4% lower (↓) than the median home in Scottsdale.The median Zestimate® for this neighborhood is $204,139.",https://www.zillow.com/homedetails/Chicago-IL-60652/2077659324_zpid/,"6,072 sqft",
633,Townhouse,1945,Gas,Central,2 spaces,,$107,"$99,900","9612 S Euclid Ave, Chicago, IL 60617",934, No, 2, 1, 1,"Home values in 60617 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jeffery Manor will increase 4.2% (↑) in the next year.This home is valued 10.7% lower (↓) than the median home in Jeffery Manor.The median Zestimate® for this neighborhood is $111,909.",https://www.zillow.com/homedetails/9612-S-Euclid-Ave-Chicago-IL-60617/4135775_zpid/,"3,427 sqft",
634,Single Family,1900,Gas,No Data,2 spaces,,$87,"$125,000","2103 N Long Ave, Chicago, IL 60639","1,430", No, 3, 1, 1,"Home values in 60639 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Hanson Park will decrease 1.9% (↓) in the next year.This home is valued 48.1% lower (↓) than the median home in Hanson Park.The median Zestimate® for this neighborhood is $240,946.",https://www.zillow.com/homedetails/2103-N-Long-Ave-Chicago-IL-60639/3684395_zpid/,"3,149 sqft",
635,Condo,1969,Radiant,Wall,1 space,"$2,305/month",$390,"$835,000","1110 N Lake Shore Dr APT 19N, Chicago, IL 60611","2,140", No, 3, 3, 2,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% (↓) in the next year.This home is valued 56.8% higher (↑) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1110-N-Lake-Shore-Dr-APT-19N-Chicago-IL-60611/3846441_zpid/,, 1
636,Townhouse,1997,"Electric, Gas",Central,2 spaces,$364/month,$333,"$500,000","855 W Erie St APT 116, Chicago, IL 60642","1,500", No, 2, 3, 3,"Home values in River West have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River West will decrease 2.3% (↓) in the next year.This home is valued 10.4% higher (↑) than the median home in River West.The median Zestimate® for this neighborhood is $452,832.",https://www.zillow.com/homedetails/855-W-Erie-St-APT-116-Chicago-IL-60642/2125705882_zpid/,No Data,
637,Single Family,2008,"Forced air, Gas",Central,2 spaces,,$225,"$1,600,000","6852 N Tonty Ave, Chicago, IL 60646","7,111", No, 8, 6, 5,"Home values in Wildwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wildwood will fall 0.3% (↓) in the next year.This home is valued 262.6% higher (↑) than the median home in Wildwood.The median Zestimate® for this neighborhood is $441,218.",https://www.zillow.com/homedetails/6852-N-Tonty-Ave-Chicago-IL-60646/3552996_zpid/,"9,510 sqft", 1
638,Condo,1996,"Forced air, Gas",Central,1 space,$284/mo,$406,"$690,000","2011 W Wabansia Ave APT 3, Chicago, IL 60647","1,700", No, 2, 2, 2,"Home values in Bucktown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bucktown will rise 0.5% (↑) in the next year.This home is valued 14.8% higher (↑) than the median home in Bucktown.The median Zestimate® for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2011-W-Wabansia-Ave-APT-3-Chicago-IL-60647/3733740_zpid/,,
639,Townhouse,1979,"Forced air, Gas",Central,1 space,,,"$665,000","1906 N Mohawk St #23, Chicago, IL 60614",, No, 3, 3, 2,"Home values in Lincoln Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lincoln Park will fall 0.8% (↓) in the next year.This home is valued 20.3% higher (↑) than the median home in Lincoln Park.The median Zestimate® for this neighborhood is $552,789.",https://www.zillow.com/homedetails/1906-N-Mohawk-St-23-Chicago-IL-60614/3740190_zpid/,0.73 Acres, 1
640,Single Family,2007,"Forced air, Gas",Central,2 spaces,,$322,"$1,999,999","1460 W Byron St, Chicago, IL 60613","6,202", No, 6, 6, 5,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 270% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1460-W-Byron-St-Chicago-IL-60613/87718585_zpid/,"3,750 sqft", 1
641,Single Family,1880,Forced air,Central,None,,$491,"$1,400,000","1720 N Sedgwick St, Chicago, IL 60614","2,850", No, 4, 5, 4,"Home values in 60614 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town Triangle will decrease 0.9% (↓) in the next year.This home is valued 119.4% higher (↑) than the median home in Old Town Triangle.The median Zestimate® for this neighborhood is $638,027.",https://www.zillow.com/homedetails/1720-N-Sedgwick-St-Chicago-IL-60614/2141869717_zpid/,"1,655 sqft", 1
642,Single Family,1951,Forced air,Central,2 spaces,None,$254,"$249,900","6055 S Melvina Ave, Chicago, IL 60638",984, No, 4, 2, 2,"Home values in Clearing have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Clearing will rise 3.9% (↑) in the next year.This home is valued 8.4% higher (↑) than the median home in Clearing.The median Zestimate® for this neighborhood is $230,509.",https://www.zillow.com/homedetails/6055-S-Melvina-Ave-Chicago-IL-60638/3942492_zpid/,"3,750 sqft",
643,Single Family,1954,"Forced air, Gas",Central,3 spaces,,$241,"$489,900","5858 S Natchez Ave, Chicago, IL 60638","2,032", No, 3, 2, 2,"Home values in Garfield Ridge have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Garfield Ridge will increase 4.1% (↑) in the next year.This home is valued 103% higher (↑) than the median home in Garfield Ridge.The median Zestimate® for this neighborhood is $241,329.",https://www.zillow.com/homedetails/5858-S-Natchez-Ave-Chicago-IL-60638/3945612_zpid/,"4,852 sqft",
644,Single Family,1966,Forced air,Central,2 spaces,None,$82,"$135,000","1741 E 91st Pl, Chicago, IL 60617","1,645", No, 4, 2, 2,"Home values in Calumet Heights have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Calumet Heights will fall 1.3% (↓) in the next year.This home is valued 4.5% lower (↓) than the median home in Calumet Heights.The median Zestimate® for this neighborhood is $141,384.",https://www.zillow.com/homedetails/1741-E-91st-Pl-Chicago-IL-60617/4112391_zpid/,"5,000 sqft",
645,Condo,1955,"Forced air, Gas",Central,2 spaces,$391/mo,$411,"$265,000","900 N Lake Shore Dr APT 811, Chicago, IL 60611",645, No, 0, 1, 1,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will decrease 1.2% (↓) in the next year.This home is valued 42.9% lower (↓) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/900-N-Lake-Shore-Dr-APT-811-Chicago-IL-60611/3849447_zpid/,,
646,Multi Family,1914,Forced air,Central,2 spaces,,No Data,"$644,500","5030 W Hutchinson St, Chicago, IL 60641",, No, 8, 5, 5,"Home values in Portage Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Portage Park will decrease 2% (↓) in the next year.This home is valued 122.3% higher (↑) than the median home in Portage Park.The median Zestimate® for this neighborhood is $289,874.",https://www.zillow.com/homedetails/5030-W-Hutchinson-St-Chicago-IL-60641/2146987904_zpid/,,
647,Condo,1914,Gas,No Data,1 space,$300/month,$196,"$275,000","6435 N Newgard Ave #1-N, Chicago, IL 60626","1,400", No, 2, 1, 1,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 21.6% higher (↑) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/6435-N-Newgard-Ave-1-N-Chicago-IL-60626/2077659871_zpid/,,
648,Single Family,2007,"Forced air, Gas",Central,4 spaces,,$476,"$2,950,000","1464 W Byron St, Chicago, IL 60613","6,202", No, 6, 6, 5,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 445.7% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1464-W-Byron-St-Chicago-IL-60613/3710859_zpid/,"3,750 sqft", 1
649,Condo,1955,"Forced air, Gas",Central,1 space,$667/mo,$315,"$264,500","910 N Lake Shore Dr APT 2016, Chicago, IL 60610",841, No, 1, 1, 1,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% (↓) in the next year.This home is valued 43% lower (↓) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/910-N-Lake-Shore-Dr-APT-2016-Chicago-IL-60610/2077660302_zpid/,,
650,Single Family,1974,Gas,Central,2 spaces,,$316,"$379,000","3615 S Wallace St, Chicago, IL 60609","1,200", No, 3, 1, 1,"Home values in Bridgeport have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bridgeport will fall 0.2% (↓) in the next year.This home is valued 4.6% higher (↑) than the median home in Bridgeport.The median Zestimate® for this neighborhood is $362,289.",https://www.zillow.com/homedetails/3615-S-Wallace-St-Chicago-IL-60609/3881931_zpid/,"3,123 sqft",
651,Condo,1973,No Data,No Data,None,$550/month,No Data,"$289,900","71 E Division St APT 1102, Chicago, IL 60610",, No, 1, 1, 1,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will fall 2% (↓) in the next year.This home is valued 45.5% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/71-E-Division-St-APT-1102-Chicago-IL-60610/3846232_zpid/,,
652,Condo,1969,Baseboard,Central,1 space,$361/month,$342,"$205,000","2800 N Lake Shore Dr APT 1709, Chicago, IL 60657",600, No, 0, 1, 1,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 35% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2800-N-Lake-Shore-Dr-APT-1709-Chicago-IL-60657/3723529_zpid/,,
653,Condo,2007,Forced air,Central,1 space,"$1,302/month",$605,"$1,120,000","600 N Fairbanks Ct UNIT 3510, Chicago, IL 60611","1,852", No, 2, 2, 2,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% (↓) in the next year.This home is valued 141.4% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/600-N-Fairbanks-Ct-UNIT-3510-Chicago-IL-60611/89887943_zpid/,,
654,Condo,1972,Electric,No Data,1 space,$803/mo,$275,"$330,000","1221 N Dearborn St PENTHOUSE P9N, Chicago, IL 60610","1,200", No, 2, 2, 1,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will fall 2% (↓) in the next year.This home is valued 38% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1221-N-Dearborn-St-PENTHOUSE-P9N-Chicago-IL-60610/2077660538_zpid/,, 1
655,Single Family,2006,Forced air,Central,2 spaces,None,$163,"$489,000","3124 N Olcott Ave, Chicago, IL 60707","3,000", No, 5, 4, 3,"Home values in Belmont Heights have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Belmont Heights will decrease 3.5% (↓) in the next year.This home is valued 85% higher (↑) than the median home in Belmont Heights.The median Zestimate® for this neighborhood is $264,290.",https://www.zillow.com/homedetails/3124-N-Olcott-Ave-Chicago-IL-60707/3601352_zpid/,"4,430 sqft", 1
656,Condo,1963,Forced air,Central,2 spaces,$658/month,$429,"$365,000","400 E Randolph St APT 2528, Chicago, IL 60601",850, No, 1, 1, 1,"Home values in New Eastside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in New Eastside will fall 1.7% (↓) in the next year.This home is valued 25.5% lower (↓) than the median home in New Eastside.The median Zestimate® for this neighborhood is $490,075.",https://www.zillow.com/homedetails/400-E-Randolph-St-APT-2528-Chicago-IL-60601/3869556_zpid/,,
657,Condo,1895,Gas,Central,1 space,$449/mo,$331,"$290,000","625 W Jackson Blvd APT 309, Chicago, IL 60661",875, No, 1, 1, 1,"Home values in West Loop Gate have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Loop Gate will decrease 0.5% (↓) in the next year.This home is valued 14.4% lower (↓) than the median home in West Loop Gate.The median Zestimate® for this neighborhood is $338,772.",https://www.zillow.com/homedetails/625-W-Jackson-Blvd-APT-309-Chicago-IL-60661/61960988_zpid/,,
658,Multiple Occupancy,1920,Gas,Central,2 spaces,,,"$1,150,000","2141 W Crystal St, Chicago, IL 60622",, No, 6, 5, 3,"Home values in Wicker Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wicker Park will rise 1.1% (↑) in the next year.This home is valued 96.4% higher (↑) than the median home in Wicker Park.The median Zestimate® for this neighborhood is $585,609.",https://www.zillow.com/homedetails/2141-W-Crystal-St-Chicago-IL-60622/2099654380_zpid/,, 2
