,Type,Year built,Heating,Cooling,Parking,HOA,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms
169,Single Family,1958,Forced air,Central,2 spaces,,"7,126 sqft",$250,"$450,000","9100 Kenton Ave, Skokie, IL 60076","1,800", No, 5, 3, 3,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 44.1% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9100-Kenton-Ave-Skokie-IL-60076/3523039_zpid/,
170,Single Family,1957,"Forced air, Gas",Central,2 spaces,,"5,580 sqft",$293,"$385,000","5427 Harvard Ter, Skokie, IL 60077","1,316", No, 3, 3, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will fall 2.1% (↓) in the next year.This home is valued 30.6% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5427-Harvard-Ter-Skokie-IL-60077/3548656_zpid/, 1
171,Townhouse,1956,"Forced air, Gas",Central,1 space,,"2,016 sqft",$214,"$228,900","4941 Carol St, Skokie, IL 60077","1,070", No, 3, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 22.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4941-Carol-St-Skokie-IL-60077/3534230_zpid/, 1
172,Single Family,1958,Gas,Central,2 spaces,,"9,844 sqft",$188,"$385,000","8900 Karlov Ave, Skokie, IL 60076","2,044", No, 3, 4, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 23.3% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8900-Karlov-Ave-Skokie-IL-60076/3524171_zpid/, 2
173,Multi Family,1959,Baseboard,No Data,2 spaces,,,$433,"$389,900","8243 Knox Ave, Skokie, IL 60076",900, No, 5, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 24.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8243-Knox-Ave-Skokie-IL-60076/3536849_zpid/, 1
174,Single Family,1918,"Electric, Gas",No Data,1 space,,"4,586 sqft",$157,"$469,999","5201 Cleveland St, Skokie, IL 60077","3,000", No, 4, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 59.5% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5201-Cleveland-St-Skokie-IL-60077/3535311_zpid/,
175,Single Family,1962,"Forced air, Gas",Central,3 spaces,,"7,078 sqft",$271,"$475,000","3830 Sugar Loaf Ln, Skokie, IL 60076","1,750", No, 3, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will fall 2.1% (↓) in the next year.This home is valued 52.1% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3830-Sugar-Loaf-Ln-Skokie-IL-60076/3521099_zpid/, 1
176,Townhouse,1978,"Forced air, Gas",Central,1 space,,"1,295 sqft",$220,"$235,000","4909 Carol St #D, Skokie, IL 60077","1,070", No, 2, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 20.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4909-Carol-St-D-Skokie-IL-60077/3534253_zpid/, 1
177,Condo,2007,Forced air,Central,1 space,$390/month,,No Data,"$219,000","9655 Woods Dr UNIT 513, Skokie, IL 60077",, No, 1, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 25.7% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-513-Skokie-IL-60077/89904406_zpid/, 1
178,Single Family,1958,Gas,Central,1 space,,"5,706 sqft",$293,"$369,000","4449 Palma Pl, Skokie, IL 60076","1,260", No, 4, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 18.2% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4449-Palma-Pl-Skokie-IL-60076/3521766_zpid/, 1
179,Condo,1955,"Forced air, Gas",Central,2 spaces,$228/mo,,$150,"$149,900","8154 Keating Ave APT 301, Skokie, IL 60076","1,000", No, 2, 1, 1,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 52% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8154-Keating-Ave-APT-301-Skokie-IL-60076/87694346_zpid/,
180,Condo,1968,Gas,No Data,1 space,$267/mo,,$153,"$178,500","10015 Beverly Dr APT 111, Skokie, IL 60076","1,170", No, 2, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 42.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/10015-Beverly-Dr-APT-111-Skokie-IL-60076/3514348_zpid/,
181,Single Family,1955,"Forced air, Gas",Central,2 spaces,,"4,059 sqft",$189,"$449,999","8326 Kildare Ave, Skokie, IL 60076","2,386", No, 5, 3, 3,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 44.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8326-Kildare-Ave-Skokie-IL-60076/3537238_zpid/,
182,Condo,2006,Forced air,Central,2 spaces,$608/mo,,$329,"$415,000","9655 Woods Dr UNIT 906, Skokie, IL 60077","1,261", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 40.8% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-906-Skokie-IL-60077/89953257_zpid/,
183,Single Family,1955,"Forced air, Gas",Central,1 space,,"5,009 sqft",$279,"$315,000","4316 Main St, Skokie, IL 60076","1,128", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 0.9% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4316-Main-St-Skokie-IL-60076/3536462_zpid/,
184,Condo,2006,"Forced air, Propane / Butane",Central,2 spaces,$564/mo,,$181,"$369,900","9350 Skokie Blvd UNIT 601, Skokie, IL 60077","2,047", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 25.5% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9350-Skokie-Blvd-UNIT-601-Skokie-IL-60077/89927750_zpid/,
185,Condo,2006,"Forced air, Gas",Central,1 space,$360/mo,,$262,"$209,900","9655 Woods Dr UNIT 707, Skokie, IL 60077",801, No, 1, 1, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 28.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-707-Skokie-IL-60077/89943635_zpid/,
186,Condo,1960,"Baseboard, Gas",Central,1 space,$320/mo,,$130,"$130,000","8710 Skokie Blvd #1BS, Skokie, IL 60077","1,000", No, 2, 2, 1,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 55.9% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8710-Skokie-Blvd-1BS-Skokie-IL-60077/3534828_zpid/, 1
187,Condo,2020,Gas,Central,1 space,$325/mo,,$280,"$675,000","8039 Elmwood St #401, Skokie, IL 60077","2,413", Yes, 3, 3, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 129.1% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8039-Elmwood-St-401-Skokie-IL-60077/2077664384_zpid/, 1
188,Single Family,1958,Gas,Central,2 spaces,,0.50 Acres,$267,"$750,000","8700 Keeler Ave, Skokie, IL 60076","2,811", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 140.2% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8700-Keeler-Ave-Skokie-IL-60076/3536053_zpid/,
189,Single Family,1956,Forced air,Central,4 spaces,,"7,888 sqft",$297,"$424,800","9236 Keystone Ave, Skokie, IL 60076","1,430", No, 4, 3, 3,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 36% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9236-Keystone-Ave-Skokie-IL-60076/3522932_zpid/,
190,Single Family,1959,"Forced air, Gas",Central,2 spaces,,"7,448 sqft",$285,"$374,000","9451 Kedvale Ave, Skokie, IL 60076","1,313", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 19.8% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9451-Kedvale-Ave-Skokie-IL-60076/3522473_zpid/,
191,Single Family,1948,"Forced air, Gas",Central,2 spaces,,"4,094 sqft",$309,"$495,000","3827 Harvard Ter, Skokie, IL 60076","1,600", No, 3, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 58.5% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3827-Harvard-Ter-Skokie-IL-60076/3544865_zpid/, 1
192,Single Family,1950,Forced air,Central,1 space,,"5,780 sqft",$273,"$409,000","8518 Crawford Ave, Skokie, IL 60076","1,500", No, 3, 2, 1,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 31% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8518-Crawford-Ave-Skokie-IL-60076/245548605_zpid/, 1
193,Condo,1968,"Other, Electric",Central,1 space,$340/mo,,$182,"$236,000","8210 Elmwood Ave APT 210, Skokie, IL 60077","1,300", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 19.9% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8210-Elmwood-Ave-APT-210-Skokie-IL-60077/3535735_zpid/,
194,Single Family,1958,Forced air,Central,2 spaces,,0.25 acres,$282,"$515,000","4723 Greenwood St, Skokie, IL 60076","1,828", No, 4, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 64.9% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4723-Greenwood-St-Skokie-IL-60076/3523491_zpid/, 1
195,Condo,No Data,Forced air,Central,1 space,No Data,,$330,"$689,000","4000 Church St #301, Skokie, IL 60076","2,088", Yes, 3, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 120.6% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4000-Church-St-301-Skokie-IL-60076/2077703795_zpid/, 1
196,Condo,No Data,Forced air,Central,2 spaces,No Data,,$392,"$799,000","4000 Church St #205, Skokie, IL 60076","2,037", Yes, 3, 3, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 155.8% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4000-Church-St-205-Skokie-IL-60076/2077703816_zpid/, 1
197,Condo,No Data,"Forced air, Gas",Central,1 space,,,$386,"$545,000","4000 Church St #302, Skokie, IL 60076","1,411", Yes, 2, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 74.5% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4000-Church-St-302-Skokie-IL-60076/2077703821_zpid/,
198,Single Family,1944,Forced air,No Data,2 spaces,None,"3,750 sqft",$323,"$339,900","3842 Hull St, Skokie, IL 60076","1,052", No, 3, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 8.8% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3842-Hull-St-Skokie-IL-60076/3544741_zpid/,
199,Single Family,1951,Forced air,Central,2 spaces,None,"9,003 sqft",$194,"$459,900","8658 Hamlin Ave, Skokie, IL 60076","2,370", No, 3, 3, 3,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will fall 2.1% (↓) in the next year.This home is valued 47.3% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8658-Hamlin-Ave-Skokie-IL-60076/65556039_zpid/,
200,Condo,1978,Forced air,Central,2 spaces,$319/month,,$192,"$249,900","9801 Gross Point Rd APT 206, Skokie, IL 60076","1,300", No, 2, 2, 2,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 20% lower (↓) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9801-Gross-Point-Rd-APT-206-Skokie-IL-60076/3514622_zpid/,
201,Single Family,1956,Gas,Central,2 spaces,,"5,052 sqft",$73,"$369,000","3330 Wilder St, Skokie, IL 60076","5,043", No, 5, 2, 1,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will decrease 2.1% (↓) in the next year.This home is valued 18.2% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3330-Wilder-St-Skokie-IL-60076/3538840_zpid/, 1
202,Condo,2006,Forced air,Central,1 space,$539/month,,$244,"$279,000","9655 Woods Dr UNIT 1609, Skokie, IL 60077","1,142", No, 2, 2, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 5.3% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-1609-Skokie-IL-60077/89895629_zpid/,
203,Single Family,1957,Gas,Central,2 spaces,,"9,300 sqft",$233,"$579,000","5306 Suffield Ct, Skokie, IL 60077","2,481", No, 5, 4, 3,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 96.5% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5306-Suffield-Ct-Skokie-IL-60077/3526144_zpid/, 1
204,Condo,2020,Gas,Central,1 space,$325/month,,$242,"$585,000","8039 Elmwood St #201, Skokie, IL 60077","2,413", Yes, 3, 3, 2,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 98.5% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8039-Elmwood-St-201-Skokie-IL-60077/2077735779_zpid/, 1
