,Type,Year built,Heating,Cooling,Parking,HOA,Lot,Price/sqft,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms
169,Condo,1973,Forced air,Central,1 space,$229/month,,$100,"$89,900","4819 W 109th St #102, Oak Lawn, IL 60453",900, No, 2, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 57.3% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4819-W-109th-St-102-Oak-Lawn-IL-60453/2077694946_zpid/,
170,Condo,2004,Gas,Central,1 space,$305/month,,$113,"$174,900","10720 S Washington St APT 201, Oak Lawn, IL 60453","1,550", No, 2, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 16.9% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10720-S-Washington-St-APT-201-Oak-Lawn-IL-60453/63707175_zpid/,
171,Single Family,1978,Gas,Central,2 spaces,,"9,500 sqft",$114,"$299,900","4021 W 93rd St, Oak Lawn, IL 60453","2,624", No, 4, 3, 3,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 42.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4021-W-93rd-St-Oak-Lawn-IL-60453/4056833_zpid/,
172,Single Family,1960,Forced air,Central,10 spaces,None,"7,095 sqft",$173,"$299,900","10413 S Kostner Ave, Oak Lawn, IL 60453","1,732", No, 3, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 42.4% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10413-S-Kostner-Ave-Oak-Lawn-IL-60453/4085359_zpid/, 1
173,Single Family,1968,Gas,Central,2 spaces,,"7,623 sqft",$231,"$299,999","5124 W 91st St, Oak Lawn, IL 60453","1,296", No, 3, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 42.5% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5124-W-91st-St-Oak-Lawn-IL-60453/4058008_zpid/, 1
174,Condo,1976,Forced air,Central,1 space,$310/month,,$114,"$125,000","10360 Parkside Ave APT A1, Oak Lawn, IL 60453","1,100", No, 2, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 40.6% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10360-Parkside-Ave-APT-A1-Oak-Lawn-IL-60453/4089967_zpid/, 1
175,Condo,1975,"Forced air, Gas",Central,1 space,$200/mo,,$140,"$139,800","4716 W 106th Pl APT 2C, Oak Lawn, IL 60453","1,000", No, 2, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 33.6% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4716-W-106th-Pl-APT-2C-Oak-Lawn-IL-60453/4084580_zpid/,
176,Townhouse,1995,Gas,Central,1 space,,"1,958 sqft",$132,"$211,999","10948 Jodan Dr, Oak Lawn, IL 60453","1,610", No, 3, 3, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 0.7% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10948-Jodan-Dr-Oak-Lawn-IL-60453/4088357_zpid/, 1
177,Single Family,1955,Forced air,Central,2 spaces,,"6,669 sqft",$204,"$265,000","9001 S 49th Ct, Oak Lawn, IL 60453","1,300", No, 3, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 25.9% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9001-S-49th-Ct-Oak-Lawn-IL-60453/4057787_zpid/,
178,Single Family,1962,Forced air,Central,2 spaces,,"7,040 sqft",$175,"$319,000","5400 W 102nd St, Oak Lawn, IL 60453","1,820", No, 3, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 51.5% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/5400-W-102nd-St-Oak-Lawn-IL-60453/4068844_zpid/,
179,Single Family,1966,Gas,Central,2 spaces,,"6,490 sqft",$231,"$297,900","10429 S Knox Ave, Oak Lawn, IL 60453","1,292", No, 3, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 41.5% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/10429-S-Knox-Ave-Oak-Lawn-IL-60453/4084443_zpid/, 1
180,Condo,2005,Forced air,Central,1 space,$219/month,,$161,"$168,999","9440 S 51st Ave APT 502, Oak Lawn, IL 60453","1,052", No, 1, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 19.7% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9440-S-51st-Ave-APT-502-Oak-Lawn-IL-60453/80812115_zpid/,
181,Single Family,1973,Gas,Central,2 spaces,,"8,751 sqft",$118,"$399,900","9246 S Keeler Ave, Oak Lawn, IL 60453","3,400", No, 4, 3, 3,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 89.9% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9246-S-Keeler-Ave-Oak-Lawn-IL-60453/4056591_zpid/,
182,Condo,1973,Other,Refrigeration,1 space,$242/month,,$111,"$94,500","4929 W 87th St APT 3NW, Oak Lawn, IL 60453",852, No, 2, 1, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 55.1% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4929-W-87th-St-APT-3NW-Oak-Lawn-IL-60453/49909387_zpid/,
183,Single Family,1949,"Forced air, Gas",Central,2 spaces,,"6,250 sqft",$186,"$249,900","9117 S 53rd Ct, Oak Lawn, IL 60453","1,343", No, 3, 2, 1,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will increase 1.3% (↑) in the next year.This home is valued 18.7% higher (↑) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/9117-S-53rd-Ct-Oak-Lawn-IL-60453/4058484_zpid/, 1
184,Condo,1983,Forced air,Central,2 spaces,$183/month,,$125,"$124,900","4003 W 105th St APT 3W, Oak Lawn, IL 60453","1,000", No, 2, 2, 2,"Home values in 60453 have risen 1.3 % (↑) over the past 12 months.Zillow predicts the home values in 60453 will rise 1.3% (↑) in the next year.This home is valued 40.7% lower (↓) than the median home in 60453.The median Zestimate® for this neighborhood is $210,544.",https://www.zillow.com/homedetails/4003-W-105th-St-APT-3W-Oak-Lawn-IL-60453/2077809387_zpid/,
