,Type,Year built,Heating,Cooling,Parking,Lot,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,HOA,zip,median_nhv,location,Parking_Binned,address_clean
717,Condo,1997.0,,None,,,3745000.0,"7677 Village Way #306, Park City, UT 84060",2600.0, Yes,3.0,4.0,3.0,,https://www.zillow.com/homedetails/7677-Village-Way-306-Park-City-UT-84060/2078310164_zpid/,1,No,84060,,Park City,No,7677 Village Way Park City UT 84060
718,Condo,2007.0,"Forced air, Radiant, Gas",Central,1 space,,1895000.0,"8777 Marsac Ave #401, Park City, UT 84060",2078.0, No,3.0,4.0,3.0,,https://www.zillow.com/homedetails/8777-Marsac-Ave-401-Park-City-UT-84060/80611450_zpid/,1,No,84060,,Park City,Yes,8777 Marsac Ave Park City UT 84060
719,Single Family,1978.0,"Forced air, Gas",None,2 spaces,16552.8,1880000.0,"2814 Holiday Ranch Loop Rd, Park City, UT 84060",3216.0, No,4.0,3.0,3.0,,https://www.zillow.com/homedetails/2814-Holiday-Ranch-Loop-Rd-Park-City-UT-84060/68844837_zpid/,0,Yes,84060,,Park City,Yes,"2814 Holiday Ranch Loop Rd, Park City, UT 84060"
720,Condo,2007.0,,None,2 spaces,,495000.0,"2653 Canyons Resort Dr #122-A/B, Park City, UT 84098",1257.0, No,2.0,3.0,3.0,,https://www.zillow.com/homedetails/2653-Canyons-Resort-Dr-122-A-B-Park-City-UT-84098/2078333036_zpid/,0,No,84098,,Park City,Yes,2653 Canyons Resort Dr Park City UT 84098
721,Condo,1964.0,"None, Heat pump",None,1 space,,450000.0,"255 Main St #A22, Park City, UT 84060",720.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/255-Main-St-A22-Park-City-UT-84060/68844387_zpid/,0,No,84060,,Park City,Yes,255 Main St Park City UT 84060
722,Single Family,2008.0,"Radiant, Gas","Central, Other",3 spaces,1742.0,1800000.0,"1196 Empire Ave, Park City, UT 84060",1997.0, No,3.0,3.0,2.0,,https://www.zillow.com/homedetails/1196-Empire-Ave-Park-City-UT-84060/89088577_zpid/,1,Yes,84060,,Park City,Yes,"1196 Empire Ave, Park City, UT 84060"
723,Condo,1980.0,,None,1 space,,629000.0,"950 Park Ave #111, Park City, UT 84060",886.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/950-Park-Ave-111-Park-City-UT-84060/68848944_zpid/,0,No,84060,,Park City,Yes,950 Park Ave Park City UT 84060
724,Condo,2009.0,,None,,,3150000.0,"2300 Deer Valley Dr E #101, Park City, UT 84060",1981.0, No,3.0,4.0,3.0,,https://www.zillow.com/homedetails/2300-Deer-Valley-Dr-E-101-Park-City-UT-84060/2078364349_zpid/,1,No,84060,,Park City,No,2300 Deer Valley Dr E Park City UT 84060
725,Condo,2020.0,"Forced air, Radiant, Gas",Central,2 spaces,,949900.0,"3751 Blackstone Dr #2F, Park City, UT 84098",1188.0, No,2.0,3.0,2.0,,https://www.zillow.com/homedetails/3751-Blackstone-Dr-2F-Park-City-UT-84098/248267748_zpid/,1,No,84098,,Park City,Yes,3751 Blackstone Dr Park City UT 84098
726,Condo,1997.0,,None,1 space,,3995000.0,"7677 Village Way #102, Park City, UT 84060",2810.0, Yes,4.0,4.0,4.0,,https://www.zillow.com/homedetails/7677-Village-Way-102-Park-City-UT-84060/2078434949_zpid/,0,No,84060,,Park City,Yes,7677 Village Way Park City UT 84060
727,Condo,1997.0,,None,1 space,,2345000.0,"7677 Village Way #301, Park City, UT 84060",1627.0, Yes,2.0,2.0,2.0,,https://www.zillow.com/homedetails/7677-Village-Way-301-Park-City-UT-84060/2078435073_zpid/,0,No,84060,,Park City,Yes,7677 Village Way Park City UT 84060
728,Condo,1997.0,,None,1 space,,2595000.0,"7677 Village Way #204, Park City, UT 84060",2033.0, Yes,3.0,3.0,3.0,,https://www.zillow.com/homedetails/7677-Village-Way-204-Park-City-UT-84060/2078435166_zpid/,0,No,84060,,Park City,Yes,7677 Village Way Park City UT 84060
729,Single Family,2001.0,"Forced air, Radiant, Gas",Central,6 spaces,201682.8,14900000.0,"72 White Pine Canyon Rd, Park City, UT 84060",18695.0, No,9.0,14.0,0.0,,https://www.zillow.com/homedetails/72-White-Pine-Canyon-Rd-Park-City-UT-84060/68853725_zpid/,0,Yes,84060,,Park City,Yes,"72 White Pine Canyon Rd, Park City, UT 84060"
730,Condo,2015.0,"Forced air, Gas",Central,1 space,,585000.0,"6169 Park Ln S #21, Park City, UT 84098",1228.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/6169-Park-Ln-S-21-Park-City-UT-84098/122183490_zpid/,0,No,84098,,Park City,Yes,6169 Park Ln S Park City UT 84098
731,Single Family,2017.0,"Forced air, Radiant",Central,8 spaces,543628.8,16500000.0,"481 W Old Ranch Rd, Park City, UT 84098",9431.0, No,5.0,8.0,0.0,,https://www.zillow.com/homedetails/481-W-Old-Ranch-Rd-Park-City-UT-84098/2078454238_zpid/,0,Yes,84098,,Park City,Yes,"481 W Old Ranch Rd, Park City, UT 84098"
732,Condo,2001.0,,None,,,374900.0,"6785 N 2200 W APT A104, Park City, UT 84098",886.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/6785-N-2200-W-APT-A104-Park-City-UT-84098/2078454433_zpid/,0,No,84098,,Park City,No,6785 N 2200 W Park City UT 84098
733,Condo,2020.0,,None,,,600000.0,"4554 Forestdale Dr #E-29, Park City, UT 84098",3600.0, Yes,0.0,0.0,0.0,,https://www.zillow.com/homedetails/4554-Forestdale-Dr-E-29-Park-City-UT-84098/2078459274_zpid/,0,No,84098,,Park City,No,4554 Forestdale Dr Park City UT 84098
734,Condo,1999.0,,None,1 space,,650000.0,"3720 N Sundial Ct #C109, Park City, UT 84098",956.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/3720-N-Sundial-Ct-C109-Park-City-UT-84098/68522824_zpid/,0,No,84098,,Park City,Yes,3720 N Sundial Ct Park City UT 84098
735,Single Family,2000.0,"Forced air, Gas",Other,2 spaces,3049.0,2850000.0,"915 Norfolk Ave, Park City, UT 84060",2643.0, No,5.0,5.0,3.0,,https://www.zillow.com/homedetails/915-Norfolk-Ave-Park-City-UT-84060/68853961_zpid/,2,Yes,84060,,Park City,Yes,"915 Norfolk Ave, Park City, UT 84060"
736,Single Family,1990.0,,None,2 spaces,111078.0,1450000.0,"7731 Silver Creek Rd #279, Park City, UT 84098",3710.0, No,4.0,3.0,2.0,,https://www.zillow.com/homedetails/7731-Silver-Creek-Rd-279-Park-City-UT-84098/2078529536_zpid/,1,Yes,84098,,Park City,Yes,7731 Silver Creek Rd Park City UT 84098
737,Townhouse,2002.0,,None,1 space,1054.0,620000.0,"3995 N Timber Wolf Ln #1A, Park City, UT 84098",1054.0, No,2.0,3.0,2.0,,https://www.zillow.com/homedetails/3995-N-Timber-Wolf-Ln-1A-Park-City-UT-84098/68524022_zpid/,1,Yes,84098,,Park City,Yes,3995 N Timber Wolf Ln Park City UT 84098
738,Single Family,1990.0,Forced air,None,2 spaces,111078.0,1450000.0,"7731 N Silver Creek Rd, Park City, UT 84098",3710.0, No,4.0,3.0,0.0,,https://www.zillow.com/homedetails/7731-N-Silver-Creek-Rd-Park-City-UT-84098/68847963_zpid/,0,Yes,84098,,Park City,Yes,"7731 N Silver Creek Rd, Park City, UT 84098"
739,Townhouse,2020.0,,None,2 spaces,,985000.0,"4134 Cooper Ln #20, Park City, UT 84098",1421.0, Yes,2.0,3.0,2.0,,https://www.zillow.com/homedetails/4134-Cooper-Ln-20-Park-City-UT-84098/2078601723_zpid/,1,Yes,84098,,Park City,Yes,4134 Cooper Ln Park City UT 84098
740,Single Family,2006.0,,None,5 spaces,557132.4,2425000.0,"1411 E Crescent Dr N, Park City, UT 84098",4271.0, No,4.0,3.0,3.0,,https://www.zillow.com/homedetails/1411-E-Crescent-Dr-N-Park-City-UT-84098/2078605352_zpid/,0,Yes,84098,,Park City,Yes,"1411 E Crescent Dr N, Park City, UT 84098"
741,Single Family,1980.0,,None,2 spaces,13068.0,1200000.0,"420 Woodland Dr, Park City, UT 84098",3886.0, No,4.0,5.0,3.0,,https://www.zillow.com/homedetails/420-Woodland-Dr-Park-City-UT-84098/68843492_zpid/,2,Yes,84098,,Park City,Yes,"420 Woodland Dr, Park City, UT 84098"
742,Single Family,2006.0,"Radiant, Gas",None,5 spaces,557132.4,2425000.0,"1411 Crescent Dr N, Park City, UT 84098",4271.0, No,4.0,3.0,0.0,,https://www.zillow.com/homedetails/1411-Crescent-Dr-N-Park-City-UT-84098/89089029_zpid/,0,Yes,84098,,Park City,Yes,"1411 Crescent Dr N, Park City, UT 84098"
743,Townhouse,2006.0,Forced air,Central,2 spaces,1742.0,3950000.0,"22 Banner Ct #7, Park City, UT 84060",3607.0, No,4.0,5.0,0.0,,https://www.zillow.com/homedetails/22-Banner-Ct-7-Park-City-UT-84060/89088484_zpid/,0,Yes,84060,,Park City,Yes,22 Banner Ct Park City UT 84060
744,Condo,2010.0,"Forced air, Radiant, Gas",None,1 space,,4150000.0,"9100 Marsac Ave #1042, Park City, UT 84060",2201.0, No,3.0,3.0,3.0,,https://www.zillow.com/homedetails/9100-Marsac-Ave-1042-Park-City-UT-84060/92571524_zpid/,0,No,84060,,Park City,Yes,9100 Marsac Ave Park City UT 84060
745,Condo,1978.0,"Forced air, Other, Electric",Central,1 space,,185777.0,"2235 Sidewinder Dr #431, Park City, UT 84060",346.0, No,0.0,1.0,1.0,,https://www.zillow.com/homedetails/2235-Sidewinder-Dr-431-Park-City-UT-84060/68840250_zpid/,0,No,84060,,Park City,Yes,2235 Sidewinder Dr Park City UT 84060
746,Condo,1973.0,,None,1 space,,329000.0,"1900 Homestake Rd #B-20, Park City, UT 84060",1034.0, No,2.0,1.0,1.0,,https://www.zillow.com/homedetails/1900-Homestake-Rd-B-20-Park-City-UT-84060/2078663481_zpid/,0,No,84060,,Park City,Yes,1900 Homestake Rd Park City UT 84060
747,Multiple Occupancy,1985.0,,None,2 spaces,,4000000.0,"236 & 238 Norfolk Ave, Park City, UT 84060",5150.0, No,8.0,8.0,0.0,,https://www.zillow.com/homedetails/236-238-Norfolk-Ave-Park-City-UT-84060/2078685034_zpid/,0,Yes,84060,,Park City,Yes,"236 & 238 Norfolk Ave, Park City, UT 84060"
748,Condo,1973.0,Forced air,None,,,345000.0,"1900 Homestake Rd #37, Park City, UT 84060",950.0, No,2.0,1.0,0.0,,https://www.zillow.com/homedetails/1900-Homestake-Rd-37-Park-City-UT-84060/68839642_zpid/,0,No,84060,,Park City,No,1900 Homestake Rd Park City UT 84060
749,Condo,2004.0,,None,1 space,,669900.0,"2550 Deer Valley Dr E #101, Park City, UT 84060",1075.0, No,1.0,2.0,2.0,,https://www.zillow.com/homedetails/2550-Deer-Valley-Dr-E-101-Park-City-UT-84060/2078705641_zpid/,0,No,84060,,Park City,Yes,2550 Deer Valley Dr E Park City UT 84060
750,Single Family,1993.0,"Forced air, Radiant, Gas","Central, Other",3 spaces,1742.0,2345000.0,"205 Park Ave, Park City, UT 84060",2152.0, No,3.0,3.0,3.0,,https://www.zillow.com/homedetails/205-Park-Ave-Park-City-UT-84060/68522206_zpid/,0,Yes,84060,,Park City,Yes,"205 Park Ave, Park City, UT 84060"
751,Condo,1999.0,,None,1 space,,445000.0,"3720 N Sundial Ct #C103, Park City, UT 84098",609.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/3720-N-Sundial-Ct-C103-Park-City-UT-84098/68522821_zpid/,0,No,84098,,Park City,Yes,3720 N Sundial Ct Park City UT 84098
752,Condo,1983.0,"Baseboard, Electric",None,1 space,,469900.0,"1401 Woodside Ave #203, Park City, UT 84060",1021.0, No,1.0,2.0,2.0,,https://www.zillow.com/homedetails/1401-Woodside-Ave-203-Park-City-UT-84060/68850146_zpid/,0,No,84060,,Park City,Yes,1401 Woodside Ave Park City UT 84060
753,Condo,2009.0,Radiant,Central,,,899000.0,"2100 Frostwood Blvd #5160, Park City, UT 84098",1384.0, No,2.0,3.0,0.0,,https://www.zillow.com/homedetails/2100-Frostwood-Blvd-5160-Park-City-UT-84098/92569677_zpid/,0,No,84098,,Park City,No,2100 Frostwood Blvd Park City UT 84098
754,Single Family,1992.0,Radiant,None,2 spaces,21780.0,8250000.0,"322 Centennial Cir, Park City, UT 84060",7578.0, No,5.0,7.0,0.0,,https://www.zillow.com/homedetails/322-Centennial-Cir-Park-City-UT-84060/68849054_zpid/,0,Yes,84060,,Park City,Yes,"322 Centennial Cir, Park City, UT 84060"
755,Condo,2000.0,"Forced air, Gas",Central,1 space,,450000.0,"3855 Grand Summit Dr #346, Park City, UT 84098",698.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/3855-Grand-Summit-Dr-346-Park-City-UT-84098/68524066_zpid/,0,No,84098,,Park City,Yes,3855 Grand Summit Dr Park City UT 84098
756,Townhouse,2005.0,"Forced air, Gas",Central,2 spaces,435.0,698000.0,"6296 Park Ln N #15, Park City, UT 84098",1272.0, No,2.0,3.0,3.0,,https://www.zillow.com/homedetails/6296-Park-Ln-N-15-Park-City-UT-84098/68842642_zpid/,0,Yes,84098,,Park City,Yes,6296 Park Ln N Park City UT 84098
757,Condo,2007.0,,None,,,1199000.0,"3540 Escala Ct #225, Park City, UT 84098",2026.0, No,3.0,3.0,3.0,,https://www.zillow.com/homedetails/3540-Escala-Ct-225-Park-City-UT-84098/89093116_zpid/,0,No,84098,,Park City,No,3540 Escala Ct Park City UT 84098
758,Condo,2007.0,,None,,,1199000.0,"3540 N Escala Ct UNIT 225, Park City, UT 84098",2026.0, No,3.0,3.0,3.0,,https://www.zillow.com/homedetails/3540-N-Escala-Ct-UNIT-225-Park-City-UT-84098/2078808614_zpid/,0,No,84098,,Park City,No,3540 N Escala Ct Park City UT 84098
759,Townhouse,1981.0,,None,1 space,1306.0,1795000.0,"7210 Little Belle Ct #15, Park City, UT 84060",2724.0, No,6.0,5.0,5.0,,https://www.zillow.com/homedetails/7210-Little-Belle-Ct-15-Park-City-UT-84060/2078835151_zpid/,0,Yes,84060,,Park City,Yes,7210 Little Belle Ct Park City UT 84060
760,Condo,2009.0,Forced air,"Central, Evaporative",1 space,,849000.0,"2100 Frostwood Dr #5171, Park City, UT 84098",1226.0, No,2.0,2.0,0.0,,https://www.zillow.com/homedetails/2100-Frostwood-Dr-5171-Park-City-UT-84098/2078838827_zpid/,0,No,84098,,Park City,Yes,2100 Frostwood Dr Park City UT 84098
761,Condo,2003.0,,None,2 spaces,,495000.0,"2001 Park Ave #319, Park City, UT 84060",527.0, No,0.0,1.0,1.0,,https://www.zillow.com/homedetails/2001-Park-Ave-319-Park-City-UT-84060/68524323_zpid/,0,No,84060,,Park City,Yes,2001 Park Ave Park City UT 84060
762,Townhouse,1971.0,"Forced air, Radiant",Central,2 spaces,435.0,1950000.0,"1540 Three Kings Dr APT 59, Park City, UT 84060",2797.0, No,3.0,4.0,0.0,,https://www.zillow.com/homedetails/1540-Three-Kings-Dr-APT-59-Park-City-UT-84060/68839997_zpid/,0,Yes,84060,,Park City,Yes,1540 Three Kings Dr Park City UT 84060
763,Condo,1994.0,"Forced air, Gas",None,1 space,,1998000.0,"2100 Deer Valley Dr S #501, Park City, UT 84060",2224.0, No,3.0,4.0,3.0,,https://www.zillow.com/homedetails/2100-Deer-Valley-Dr-S-501-Park-City-UT-84060/68846846_zpid/,1,No,84060,,Park City,Yes,2100 Deer Valley Dr S Park City UT 84060
764,Condo,2009.0,,None,1 space,,399000.0,"2100 W Frostwood Blvd #5130, Park City, UT 84098",331.0, No,0.0,1.0,1.0,,https://www.zillow.com/homedetails/2100-W-Frostwood-Blvd-5130-Park-City-UT-84098/2078869151_zpid/,0,No,84098,,Park City,Yes,2100 W Frostwood Blvd Park City UT 84098
765,Condo,1978.0,,None,1 space,,559000.0,"401 Silver King Dr #1, Coalville, UT 84060",934.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/401-Silver-King-Dr-1-Coalville-UT-84060/68844554_zpid/,0,No,84060,,Coalville,Yes,401 Silver King Dr Coalville UT 84060
766,Single Family,2006.0,"Forced air, Radiant",Central,4 spaces,165092.4,10200000.0,"7971 N Westhills Trl, Park City, UT 84098",12340.0, No,6.0,10.0,0.0,,https://www.zillow.com/homedetails/7971-N-Westhills-Trl-Park-City-UT-84098/89084593_zpid/,0,Yes,84098,,Park City,Yes,"7971 N Westhills Trl, Park City, UT 84098"
767,Single Family,2014.0,,None,3 spaces,187308.0,14400000.0,"143 White Pine Canyon Rd, Park City, UT 84060",11184.0, No,7.0,9.0,7.0,,https://www.zillow.com/homedetails/143-White-Pine-Canyon-Rd-Park-City-UT-84060/111974106_zpid/,2,Yes,84060,,Park City,Yes,"143 White Pine Canyon Rd, Park City, UT 84060"
768,Condo,1999.0,,None,,,359000.0,"3720 N Sundial Ct #C209, Park City, UT 84098",451.0, No,0.0,1.0,1.0,,https://www.zillow.com/homedetails/3720-N-Sundial-Ct-C209-Park-City-UT-84098/68853792_zpid/,0,No,84098,,Park City,No,3720 N Sundial Ct Park City UT 84098
769,Condo,2007.0,,None,,,2500000.0,"3551 N Escala Ct #517, Park City, UT 84098",2209.0, No,3.0,4.0,4.0,,https://www.zillow.com/homedetails/3551-N-Escala-Ct-517-Park-City-UT-84098/89089585_zpid/,0,No,84098,,Park City,No,3551 N Escala Ct Park City UT 84098
770,Condo,2009.0,,None,1 space,,875000.0,"2100 W Frostwood Blvd #6103, Park City, UT 84098",1240.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/2100-W-Frostwood-Blvd-6103-Park-City-UT-84098/2078993671_zpid/,0,No,84098,,Park City,Yes,2100 W Frostwood Blvd Park City UT 84098
771,Multiple Occupancy,1970.0,,None,,,1399000.0,"410 Ontario Ave, Park City, UT 84060",1959.0, No,4.0,2.0,2.0,,https://www.zillow.com/homedetails/410-Ontario-Ave-Park-City-UT-84060/68843949_zpid/,0,Yes,84060,,Park City,No,"410 Ontario Ave, Park City, UT 84060"
772,Condo,2007.0,,None,1 space,,539000.0,"3351 N Escala Ct #302, Park City, UT 84098",680.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/3351-N-Escala-Ct-302-Park-City-UT-84098/2079014416_zpid/,0,No,84098,,Park City,Yes,3351 N Escala Ct Park City UT 84098
773,Condo,2007.0,,None,1 space,,539000.0,"3551 N Escala Ct #302, Park City, UT 84098",680.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/3551-N-Escala-Ct-302-Park-City-UT-84098/89094278_zpid/,0,No,84098,,Park City,Yes,3551 N Escala Ct Park City UT 84098
774,Condo,1985.0,,None,1 space,,899000.0,"1415 Lowell Ave #B352, Park City, UT 84060",1421.0, No,3.0,3.0,2.0,,https://www.zillow.com/homedetails/1415-Lowell-Ave-B352-Park-City-UT-84060/2079046826_zpid/,1,No,84060,,Park City,Yes,1415 Lowell Ave Park City UT 84060
775,Single Family,2020.0,,None,2 spaces,6534.0,1390000.0,"4314 W Discovery Way #201, Park City, UT 84098",3823.0, Yes,3.0,3.0,2.0,,https://www.zillow.com/homedetails/4314-W-Discovery-Way-201-Park-City-UT-84098/2079095040_zpid/,1,Yes,84098,,Park City,Yes,4314 W Discovery Way Park City UT 84098
776,Single Family,1995.0,"Forced air, Gas",None,1 space,1742.0,1745000.0,"312 Park Ave, Park City, UT 84060",2004.0, No,3.0,4.0,3.0,,https://www.zillow.com/homedetails/312-Park-Ave-Park-City-UT-84060/68843877_zpid/,1,Yes,84060,,Park City,Yes,"312 Park Ave, Park City, UT 84060"
777,Single Family,2006.0,"Forced air, Gas",Central,2 spaces,9147.0,1638000.0,"7931 Western Sky Rd, Park City, UT 84098",2324.0, No,3.0,3.0,2.0,,https://www.zillow.com/homedetails/7931-Western-Sky-Rd-Park-City-UT-84098/89087691_zpid/,1,Yes,84098,,Park City,Yes,"7931 Western Sky Rd, Park City, UT 84098"
778,Single Family,2020.0,,None,2 spaces,6534.0,1390000.0,"4314 W Discovery Way, Park City, UT 84098",3823.0, Yes,3.0,3.0,2.0,,https://www.zillow.com/homedetails/4314-W-Discovery-Way-Park-City-UT-84098/2079111606_zpid/,1,Yes,84098,,Park City,Yes,"4314 W Discovery Way, Park City, UT 84098"
779,Single Family,2001.0,"None, Other",None,3 spaces,24393.6,4300000.0,"3586 Oakwood Dr, Park City, UT 84060",7477.0, No,6.0,7.0,6.0,,https://www.zillow.com/homedetails/3586-Oakwood-Dr-Park-City-UT-84060/68851099_zpid/,1,Yes,84060,,Park City,Yes,"3586 Oakwood Dr, Park City, UT 84060"
780,Townhouse,1989.0,,None,1 space,,3000000.0,"8200 Royal St E #31, Park City, UT 84060",3208.0, No,3.0,5.0,3.0,,https://www.zillow.com/homedetails/8200-Royal-St-E-31-Park-City-UT-84060/2079158341_zpid/,2,Yes,84060,,Park City,Yes,8200 Royal St E Park City UT 84060
781,Condo,2008.0,,None,1 space,,449500.0,"3000 Canyons Resort Dr #3916, Coalville, UT 84098",600.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/3000-Canyons-Resort-Dr-3916-Coalville-UT-84098/89088914_zpid/,0,No,84098,,Coalville,Yes,3000 Canyons Resort Dr Coalville UT 84098
782,Single Family,2005.0,"Forced air, Radiant, Gas",Central,3 spaces,54014.4,7000000.0,"7418 Glenwild Dr, Park City, UT 84098",11517.0, No,5.0,7.0,7.0,,https://www.zillow.com/homedetails/7418-Glenwild-Dr-Park-City-UT-84098/68524108_zpid/,0,Yes,84098,,Park City,Yes,"7418 Glenwild Dr, Park City, UT 84098"
783,Single Family,2003.0,,None,3 spaces,391168.8,2985000.0,"942 Westwood Rd, Park City, UT 84098",5950.0, No,6.0,5.0,4.0,,https://www.zillow.com/homedetails/942-Westwood-Rd-Park-City-UT-84098/68840930_zpid/,1,Yes,84098,,Park City,Yes,"942 Westwood Rd, Park City, UT 84098"
784,Condo,2008.0,,None,1 space,,3500000.0,"2300 Deer Valley Dr E UNIT 611, Park City, UT 84060",1974.0, No,3.0,4.0,3.0,,https://www.zillow.com/homedetails/2300-Deer-Valley-Dr-E-UNIT-611-Park-City-UT-84060/2079226465_zpid/,1,No,84060,,Park City,Yes,2300 Deer Valley Dr E Park City UT 84060
785,Condo,1988.0,"Forced air, Electric",Other,,,160000.0,"1940 Prospector Ave #308, Park City, UT 84060",250.0, No,0.0,1.0,1.0,,https://www.zillow.com/homedetails/1940-Prospector-Ave-308-Park-City-UT-84060/68523430_zpid/,0,No,84060,,Park City,No,1940 Prospector Ave Park City UT 84060
786,Single Family,1992.0,"Forced air, Gas, Other",None,,1742.0,1245500.0,"25 Prospect Ave, Park City, UT 84060",1617.0, No,2.0,2.0,0.0,,https://www.zillow.com/homedetails/25-Prospect-Ave-Park-City-UT-84060/68843973_zpid/,0,Yes,84060,,Park City,No,"25 Prospect Ave, Park City, UT 84060"
787,Condo,1999.0,Forced air,None,,,815000.0,"2900 Deer Valley Dr E #E220, Oakley, UT 84060",1409.0, No,2.0,3.0,0.0,,https://www.zillow.com/homedetails/2900-Deer-Valley-Dr-E-E220-Oakley-UT-84060/68840708_zpid/,0,No,84060,,Oakley,No,2900 Deer Valley Dr E Oakley UT 84060
788,Condo,1978.0,"Forced air, Gas",Central,1 space,,400000.0,"2325 Sidewinder Dr #836, Park City, UT 84060",1400.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/2325-Sidewinder-Dr-836-Park-City-UT-84060/68843237_zpid/,0,No,84060,,Park City,Yes,2325 Sidewinder Dr Park City UT 84060
789,Condo,2007.0,"Forced air, Gas",Central,1 space,,1399000.0,"3558 N Escala Ct #251, Park City, UT 84098",2405.0, Yes,3.0,4.0,3.0,,https://www.zillow.com/homedetails/3558-N-Escala-Ct-251-Park-City-UT-84098/89084337_zpid/,1,No,84098,,Park City,Yes,3558 N Escala Ct Park City UT 84098
790,Single Family,1994.0,Forced air,Central,,155509.2,1595000.0,"1099 Echo Ln, Park City, UT 84098",4428.0, No,6.0,4.0,0.0,,https://www.zillow.com/homedetails/1099-Echo-Ln-Park-City-UT-84098/68847939_zpid/,0,Yes,84098,,Park City,No,"1099 Echo Ln, Park City, UT 84098"
791,Townhouse,2015.0,Forced air,Central,1 space,871.0,585000.0,"6169 Park Ln S #38, Park City, UT 84098",1249.0, No,2.0,2.0,0.0,,https://www.zillow.com/homedetails/6169-Park-Ln-S-38-Park-City-UT-84098/122184985_zpid/,0,Yes,84098,,Park City,Yes,6169 Park Ln S Park City UT 84098
792,Single Family,2004.0,"Forced air, Gas",Central,1 space,636.0,565000.0,"2001 Park Ave #466, Kamas, UT 84060",636.0, No,1.0,1.0,1.0,,https://www.zillow.com/homedetails/2001-Park-Ave-466-Kamas-UT-84060/89092822_zpid/,0,Yes,84060,,Kamas,Yes,2001 Park Ave Kamas UT 84060
793,Single Family,1906.0,Forced air,None,,2178.0,885000.0,"147 Swede Aly, Park City, UT 84060",438.0, No,1.0,1.0,0.0,,https://www.zillow.com/homedetails/147-Swede-Aly-Park-City-UT-84060/68841501_zpid/,0,Yes,84060,,Park City,No,"147 Swede Aly, Park City, UT 84060"
794,Condo,2009.0,,None,,,969000.0,"2100 W Frostwood Blvd #4147, Park City, UT 84098",1226.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/2100-W-Frostwood-Blvd-4147-Park-City-UT-84098/2079412151_zpid/,0,No,84098,,Park City,No,2100 W Frostwood Blvd Park City UT 84098
795,Single Family,2009.0,"Forced air, Radiant",None,,19602.0,2495000.0,"9231 Alice Ct, Park City, UT 84098",5534.0, No,5.0,7.0,0.0,,https://www.zillow.com/homedetails/9231-Alice-Ct-Park-City-UT-84098/2079423292_zpid/,0,Yes,84098,,Park City,No,"9231 Alice Ct, Park City, UT 84098"
796,Single Family,2002.0,Radiant,Central,3 spaces,1120798.8,3800000.0,"1855 W Red Hawk Trl, Park City, UT 84098",8052.0, No,6.0,8.0,0.0,,https://www.zillow.com/homedetails/1855-W-Red-Hawk-Trl-Park-City-UT-84098/250774771_zpid/,0,Yes,84098,,Park City,Yes,"1855 W Red Hawk Trl, Park City, UT 84098"
797,Single Family,2012.0,"Forced air, Radiant",None,6 spaces,1054587.6,2690000.0,"6850 Canyon Drive Ct, Park City, UT 84098",11246.0, No,9.0,8.0,0.0,,https://www.zillow.com/homedetails/6850-Canyon-Drive-Ct-Park-City-UT-84098/2081273624_zpid/,0,Yes,84098,,Park City,Yes,"6850 Canyon Drive Ct, Park City, UT 84098"
798,Single Family,2008.0,"Forced air, Heat pump, Radiant",Central,1 space,2613.0,3115000.0,"148 Main St, Park City, UT 84060",2964.0, No,4.0,5.0,0.0,,https://www.zillow.com/homedetails/148-Main-St-Park-City-UT-84060/2098980539_zpid/,0,Yes,84060,,Park City,Yes,"148 Main St, Park City, UT 84060"
799,Townhouse,1998.0,"Forced air, Gas",Central,2 spaces,2012.0,1095000.0,"5171 Cove Canyon Dr #A, Park City, UT 84098",2433.0, No,4.0,3.0,2.0,,https://www.zillow.com/homedetails/5171-Cove-Canyon-Dr-A-Park-City-UT-84098/68852810_zpid/,1,Yes,84098,,Park City,Yes,5171 Cove Canyon Dr Park City UT 84098
800,Condo,2005.0,,None,,,437500.0,"1476 Newpark Blvd #302, Park City, UT 84098",1107.0, No,2.0,2.0,2.0,,https://www.zillow.com/homedetails/1476-Newpark-Blvd-302-Park-City-UT-84098/89090821_zpid/,0,No,84098,,Park City,No,1476 Newpark Blvd Park City UT 84098
