,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv2,Parking_Binned,Bathrooms_adj,address_clean,lat-lng
2071,Single Family,1953.0,"Forced air, Gas",Central,2 spaces,Yes,525000.0,"1107 N Ridgeland Ave, Oak Park, IL 60302",2900.0, No,4.0,2.0,2.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 23.5% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1107-N-Ridgeland-Ave-Oak-Park-IL-60302/3797934_zpid/,0,60302,425027,Yes,0.0,"1107 N Ridgeland Ave, Oak Park, IL 60302","[41.905988211492414, -87.78338838120018]"
2072,Single Family,1911.0,Gas,Central,8 spaces,Yes,550000.0,"637 S Humphrey Ave, Oak Park, IL 60304",2100.0, No,5.0,2.0,2.0,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 48.8% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/637-S-Humphrey-Ave-Oak-Park-IL-60304/3813663_zpid/,0,60304,369676,Yes,0.0,"637 S Humphrey Ave, Oak Park, IL 60304","[41.877525379541034, -87.77591199427289]"
2073,Townhouse,2003.0,"Forced air, Gas",Central,2 spaces,Yes,519900.0,"101 N Euclid Ave APT 26, Oak Park, IL 60301",2351.0, No,3.0,3.0,2.0,"Home values in Oak Park have risen 1.1 % (↑) over the past 12 months.Zillow predicts the home values in 60301 will fall 4.6% (↓) in the next year.This home is valued 32.9% higher (↑) than the median home in 60301.The median Zestimate® for this neighborhood is $391,197.",https://www.zillow.com/homedetails/101-N-Euclid-Ave-APT-26-Oak-Park-IL-60301/65562737_zpid/,1,60301,391197,Yes,1.0,101 N Euclid Ave Oak Park IL 60301,"[41.88745, -87.792782]"
2074,Single Family,1923.0,Forced air,Central,2 spaces,Yes,392000.0,"1182 S Maple Ave, Oak Park, IL 60304",1400.0, No,3.0,3.0,1.0,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 6% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1182-S-Maple-Ave-Oak-Park-IL-60304/3817097_zpid/,2,60304,369676,Yes,2.0,"1182 S Maple Ave, Oak Park, IL 60304","[41.8659409869895, -87.80325902464412]"
2075,Single Family,1917.0,"Electric, Gas",None,,Yes,750000.0,"540 S Scoville Ave, Oak Park, IL 60304",9600.0, No,3.0,3.0,0.0,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will decrease 4.3% (↓) in the next year.This home is valued 102.9% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/540-S-Scoville-Ave-Oak-Park-IL-60304/2077662396_zpid/,3,60304,369676,No,3.0,"540 S Scoville Ave, Oak Park, IL 60304","[41.878871801397885, -87.78798828978168]"
2076,Condo,1905.0,"Forced air, Gas",Central,1 space,No,299000.0,"331 S Ridgeland Ave APT A, Oak Park, IL 60302",1523.0, No,2.0,2.0,1.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 29.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/331-S-Ridgeland-Ave-APT-A-Oak-Park-IL-60302/65550589_zpid/,1,60302,425027,Yes,1.0,331 S Ridgeland Ave Oak Park IL 60302,"[41.882057, -87.784627]"
2077,Single Family,1893.0,Gas,None,4 spaces,Yes,599000.0,"307 S Humphrey Ave, Oak Park, IL 60302",3014.0, No,6.0,3.0,2.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 40.9% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/307-S-Humphrey-Ave-Oak-Park-IL-60302/3807791_zpid/,1,60302,425027,Yes,1.0,"307 S Humphrey Ave, Oak Park, IL 60302","[41.88371131578947, -87.77651315789473]"
2078,Single Family,1924.0,Forced air,Central,2 spaces,Yes,850000.0,"847 N Kenilworth Ave, Oak Park, IL 60302",4023.0, No,4.0,4.0,3.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 100% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/847-N-Kenilworth-Ave-Oak-Park-IL-60302/3801894_zpid/,1,60302,425027,Yes,1.0,"847 N Kenilworth Ave, Oak Park, IL 60302","[41.900685239007665, -87.7979755325354]"
2079,Townhouse,1955.0,Gas,Central,1 space,Yes,249900.0,"1011 S Oak Park Ave APT C, Oak Park, IL 60304",885.0, No,2.0,2.0,2.0,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 32.4% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/1011-S-Oak-Park-Ave-APT-C-Oak-Park-IL-60304/2084745299_zpid/,0,60304,369676,Yes,0.0,1011 S Oak Park Ave Oak Park IL 60304,"[41.87034478184084, -87.79403700428334]"
2080,Condo,1964.0,Electric,None,1 space,No,107700.0,"7 Division St APT 2A, Oak Park, IL 60302",1000.0, No,2.0,2.0,2.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 74.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/7-Division-St-APT-2A-Oak-Park-IL-60302/3799544_zpid/,0,60302,425027,Yes,0.0,7 Division St Oak Park IL 60302,"[41.90184035, -87.7756824]"
2081,Single Family,1925.0,"Other, Gas",Central,2 spaces,Yes,599900.0,"1212 N Ridgeland Ave, Oak Park, IL 60302",3113.0, No,5.0,3.0,3.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 41.1% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1212-N-Ridgeland-Ave-Oak-Park-IL-60302/3797783_zpid/,0,60302,425027,Yes,0.0,"1212 N Ridgeland Ave, Oak Park, IL 60302","[41.90758812497742, -87.78320233196648]"
2082,Single Family,1912.0,Gas,None,4 spaces,Yes,420000.0,"300 N Taylor Ave, Chicago, IL 60302",2700.0, No,4.0,2.0,1.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 1.2% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/300-N-Taylor-Ave-Chicago-IL-60302/3806923_zpid/,1,60302,425027,Yes,1.0,"300 N Taylor Ave, Chicago, IL 60302","[41.9075058, -87.7781498]"
2083,Condo,1922.0,Gas,None,,No,145000.0,"522 Harrison St APT G, Oak Park, IL 60304",, No,2.0,1.0,1.0,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 60.8% lower (↓) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/522-Harrison-St-APT-G-Oak-Park-IL-60304/87698138_zpid/,0,60304,369676,No,0.0,522 Harrison St Oak Park IL 60304,"[41.87265, -87.787723]"
2084,Single Family,1923.0,Gas,Central,2 spaces,Yes,350000.0,"1212 N Lombard Ave, Oak Park, IL 60302",2985.0, No,4.0,2.0,1.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 17.7% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1212-N-Lombard-Ave-Oak-Park-IL-60302/3797830_zpid/,1,60302,425027,Yes,1.0,"1212 N Lombard Ave, Oak Park, IL 60302","[41.90822825, -87.78067675]"
2085,Single Family,1894.0,Radiant,Central,6 spaces,Yes,1400000.0,"139 S Grove Ave, Oak Park, IL 60302",7126.0, No,8.0,4.0,3.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 229.4% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/139-S-Grove-Ave-Oak-Park-IL-60302/3804800_zpid/,1,60302,425027,Yes,1.0,"139 S Grove Ave, Oak Park, IL 60302","[41.88617723918994, -87.7958908325346]"
2086,Single Family,1911.0,Forced air,Central,2 spaces,Yes,425000.0,"725 S Grove Ave, Oak Park, IL 60304",1440.0, No,3.0,2.0,1.0,"Home values in 60304 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60304 will fall 4.3% (↓) in the next year.This home is valued 15% higher (↑) than the median home in 60304.The median Zestimate® for this neighborhood is $369,676.",https://www.zillow.com/homedetails/725-S-Grove-Ave-Oak-Park-IL-60304/3815471_zpid/,1,60304,369676,Yes,1.0,"725 S Grove Ave, Oak Park, IL 60304","[41.875904, -87.79543]"
2087,Single Family,1914.0,,None,2 spaces,Yes,425000.0,"908 N Humphrey Ave, Oak Park, IL 60302",1560.0, No,3.0,2.0,2.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 0% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/908-N-Humphrey-Ave-Oak-Park-IL-60302/3798519_zpid/,0,60302,425027,Yes,0.0,"908 N Humphrey Ave, Oak Park, IL 60302","[41.902242496440024, -87.77648019989046]"
2088,Condo,2004.0,"Forced air, Gas",Central,1 space,No,234500.0,"106 S Ridgeland Ave APT 315, Oak Park, IL 60302",1013.0, No,1.0,1.0,1.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will fall 4.5% (↓) in the next year.This home is valued 44.8% lower (↓) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/106-S-Ridgeland-Ave-APT-315-Oak-Park-IL-60302/70448787_zpid/,0,60302,425027,Yes,0.0,106 S Ridgeland Ave Oak Park IL 60302,"[41.886706980717356, -87.7845369615365]"
2089,Single Family,1936.0,Forced air,Central,2 spaces,Yes,659000.0,"1116 Fair Oaks Ave, Oak Park, IL 60302",2061.0, No,3.0,3.0,2.0,"Home values in 60302 have fallen 4.6 % (↓) over the past 12 months.Zillow predicts the home values in 60302 will decrease 4.5% (↓) in the next year.This home is valued 55% higher (↑) than the median home in 60302.The median Zestimate® for this neighborhood is $425,027.",https://www.zillow.com/homedetails/1116-Fair-Oaks-Ave-Oak-Park-IL-60302/3801368_zpid/,1,60302,425027,Yes,1.0,"1116 Fair Oaks Ave, Oak Park, IL 60302","[41.90599536422609, -87.78855380459775]"
2090,Single Family,1953.0,Forced air,Central,6 spaces,Yes,309786.0,"3838 Lee St, Skokie, IL 60076",1111.0, No,3.0,1.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 0.8% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3838-Lee-St-Skokie-IL-60076/3538410_zpid/,0,60076,312303,Yes,0.0,"3838 Lee St, Skokie, IL 60076","[42.03544231547048, -87.7245270242437]"
2091,Condo,1970.0,"Baseboard, Gas",Wall,1 space,No,145000.0,"5220 Oakton St APT 204, Skokie, IL 60077",900.0, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 50.8% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5220-Oakton-St-APT-204-Skokie-IL-60077/3535547_zpid/,0,60077,294688,Yes,0.0,5220 Oakton St Skokie IL 60077,"[42.02642982506579, -87.75786998353051]"
2092,Single Family,1958.0,Forced air,Central,1 space,Yes,324900.0,"9244 N Tripp Ave, Skokie, IL 60076",1746.0, No,3.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 4% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9244-N-Tripp-Ave-Skokie-IL-60076/2077752112_zpid/,1,60076,312303,Yes,1.0,"9244 N Tripp Ave, Skokie, IL 60076",
2093,Single Family,1964.0,Forced air,Central,2 spaces,Yes,479000.0,"4633 Elm Ter, Skokie, IL 60076",2800.0, No,4.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 53.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4633-Elm-Ter-Skokie-IL-60076/3536040_zpid/,1,60076,312303,Yes,1.0,"4633 Elm Ter, Skokie, IL 60076","[42.034777, -87.74330155402839]"
2094,Single Family,1930.0,Forced air,Central,2 spaces,Yes,929000.0,"7930 Kildare Ave, Skokie, IL 60076",3994.0, No,5.0,4.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 197.5% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7930-Kildare-Ave-Skokie-IL-60076/3545900_zpid/,1,60076,312303,Yes,1.0,"7930 Kildare Ave, Skokie, IL 60076","[42.02522298583586, -87.73556974437899]"
2095,Condo,1976.0,"Forced air, Electric",Central,1 space,No,215000.0,"4940 Foster St APT 306, Skokie, IL 60077",1550.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 27% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4940-Foster-St-APT-306-Skokie-IL-60077/3525154_zpid/,0,60077,294688,Yes,0.0,4940 Foster St Skokie IL 60077,"[42.0537449, -87.750595375]"
2096,Single Family,1950.0,"Forced air, Gas",Central,2 spaces,Yes,374900.0,"3839 Dobson St, Skokie, IL 60076",1608.0, No,4.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 20% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3839-Dobson-St-Skokie-IL-60076/3544984_zpid/,1,60076,312303,Yes,1.0,"3839 Dobson St, Skokie, IL 60076","[42.01984509516056, -87.72452385939543]"
2097,Single Family,1954.0,Forced air,Central,2 spaces,Yes,399900.0,"8221 Kildare Ave, Skokie, IL 60076",1752.0, No,3.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 28% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8221-Kildare-Ave-Skokie-IL-60076/3537462_zpid/,1,60076,312303,Yes,1.0,"8221 Kildare Ave, Skokie, IL 60076","[42.03031922653327, -87.73520491726838]"
2098,Single Family,1957.0,Forced air,Central,1 space,Yes,409000.0,"8709 Karlov Ave, Skokie, IL 60076",2730.0, No,3.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 31% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8709-Karlov-Ave-Skokie-IL-60076/3536137_zpid/,1,60076,312303,Yes,1.0,"8709 Karlov Ave, Skokie, IL 60076","[42.0391334377763, -87.73013290125122]"
2099,Single Family,1968.0,Gas,Central,,Yes,415000.0,"5412 Main St, Skokie, IL 60077",2000.0, No,3.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 40.8% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5412-Main-St-Skokie-IL-60077/3534100_zpid/,1,60077,294688,No,1.0,"5412 Main St, Skokie, IL 60077","[42.033722610523185, -87.7623665152792]"
2100,Single Family,1955.0,Gas,Central,1 space,Yes,250000.0,"9427 Long Ave, Skokie, IL 60077",1992.0, No,3.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 15.2% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9427-Long-Ave-Skokie-IL-60077/3524437_zpid/,0,60077,294688,Yes,0.0,"9427 Long Ave, Skokie, IL 60077","[42.05226444891356, -87.76126958322234]"
2101,Single Family,1958.0,Forced air,Central,2 spaces,Yes,519000.0,"4228 Suffield Ct, Skokie, IL 60076",1679.0, No,4.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 66.2% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4228-Suffield-Ct-Skokie-IL-60076/3524067_zpid/,0,60076,312303,Yes,0.0,"4228 Suffield Ct, Skokie, IL 60076","[42.0435744203965, -87.73335440381803]"
2102,Condo,1976.0,Forced air,Central,1 space,No,199000.0,"4940 Foster St APT 407, Skokie, IL 60077",1500.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 32.5% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4940-Foster-St-APT-407-Skokie-IL-60077/3525165_zpid/,0,60077,294688,Yes,0.0,4940 Foster St Skokie IL 60077,"[42.0537449, -87.750595375]"
2103,Single Family,1968.0,"Forced air, Gas",Central,,Yes,255000.0,"7523 N Kostner Ave, Skokie, IL 60076",1120.0, No,3.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 18.3% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7523-N-Kostner-Ave-Skokie-IL-60076/2077863833_zpid/,1,60076,312303,No,1.0,"7523 N Kostner Ave, Skokie, IL 60076",
2104,Condo,2008.0,Forced air,Central,1 space,No,249900.0,"9725 Woods Dr UNIT 806, Skokie, IL 60077",1111.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 15.2% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9725-Woods-Dr-UNIT-806-Skokie-IL-60077/2077864369_zpid/,0,60077,294688,Yes,0.0,9725 Woods Dr Skokie IL 60077,"[42.05963439630623, -87.76099069907416]"
2105,Condo,1977.0,Baseboard,None,,No,149000.0,"8710 Skokie Blvd #3BS, Skokie, IL 60077",1000.0, No,2.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 49.4% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8710-Skokie-Blvd-3BS-Skokie-IL-60077/2077875895_zpid/,1,60077,294688,No,1.0,8710 Skokie Blvd Skokie IL 60077,"[42.0330552, -87.7473621]"
2106,Single Family,1954.0,Forced air,Central,1 space,Yes,449000.0,"7101 Le Claire Ave, Skokie, IL 60077",1257.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will decrease 2.1% (↓) in the next year.This home is valued 52.4% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/7101-Le-Claire-Ave-Skokie-IL-60077/3554572_zpid/,0,60077,294688,Yes,0.0,"7101 Le Claire Ave, Skokie, IL 60077","[42.0195382, -87.7550266]"
2107,Condo,1978.0,Forced air,Central,38 spaces,No,187000.0,"4901 Golf Rd APT 404, Skokie, IL 60077",1015.0, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 36.5% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4901-Golf-Rd-APT-404-Skokie-IL-60077/3525295_zpid/,0,60077,294688,Yes,0.0,4901 Golf Rd Skokie IL 60077,"[42.0549053, -87.74959154999999]"
2108,Townhouse,1983.0,Gas,Central,2 spaces,No,330000.0,"9632 Laramie Ave, Skokie, IL 60077",2138.0, No,3.0,3.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 12% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9632-Laramie-Ave-Skokie-IL-60077/3514092_zpid/,1,60077,294688,Yes,1.0,"9632 Laramie Ave, Skokie, IL 60077","[42.0354125, -87.7570227]"
2109,Multiple Occupancy,1962.0,"Forced air, Gas",Central,2 spaces,Yes,664700.0,"8224 Knox Ave, Skokie, IL 60076",, No,7.0,5.0,5.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 112.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8224-Knox-Ave-Skokie-IL-60076/2077905874_zpid/,0,60076,312303,Yes,0.0,"8224 Knox Ave, Skokie, IL 60076","[42.030395534758604, -87.74387712972484]"
2110,Single Family,1952.0,Forced air,Central,1 space,Yes,350000.0,"8016 Lockwood Ave, Skokie, IL 60077",1100.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 18.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8016-Lockwood-Ave-Skokie-IL-60077/3535486_zpid/,0,60077,294688,Yes,0.0,"8016 Lockwood Ave, Skokie, IL 60077","[42.026936, -87.759797]"
2111,Condo,1972.0,"Forced air, Electric",Central,1 space,No,199000.0,"8225 Niles Center Rd APT 102, Skokie, IL 60077",1586.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 32.5% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8225-Niles-Center-Rd-APT-102-Skokie-IL-60077/3535769_zpid/,0,60077,294688,Yes,0.0,8225 Niles Center Rd Skokie IL 60077,"[42.03091702188098, -87.7526460490191]"
2112,Single Family,1957.0,"Forced air, Gas",Central,2 spaces,Yes,445000.0,"3807 Keeney St, Skokie, IL 60076",2492.0, No,4.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 42.5% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3807-Keeney-St-Skokie-IL-60076/3539987_zpid/,1,60076,312303,Yes,1.0,"3807 Keeney St, Skokie, IL 60076","[42.028024513070434, -87.72357942844727]"
2113,Condo,1978.0,Forced air,Central,12 spaces,No,189900.0,"5200 Oakton St APT 109, Skokie, IL 60077",1200.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will decrease 2.1% (↓) in the next year.This home is valued 35.6% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5200-Oakton-St-APT-109-Skokie-IL-60077/3535585_zpid/,0,60077,294688,Yes,0.0,5200 Oakton St Skokie IL 60077,"[42.026428, -87.757541]"
2114,Single Family,1948.0,"Forced air, Gas",Central,2 spaces,Yes,375000.0,"4501 Birchwood Ave, Skokie, IL 60076",1600.0, No,3.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 20.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4501-Birchwood-Ave-Skokie-IL-60076/3546893_zpid/,1,60076,312303,Yes,1.0,"4501 Birchwood Ave, Skokie, IL 60076","[42.017117, -87.74066]"
2115,Condo,1965.0,Forced air,Central,2 spaces,No,224000.0,"4850 Elm St APT 1, Skokie, IL 60077",950.0, No,2.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 24% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4850-Elm-St-APT-1-Skokie-IL-60077/87717191_zpid/,0,60077,294688,Yes,0.0,4850 Elm St Skokie IL 60077,"[42.0345110450423, -87.74918716203035]"
2116,Condo,1951.0,Gas,Central,1 space,No,149000.0,"9145 La Crosse Ave APT 1S, Skokie, IL 60077",, No,2.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 49.4% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9145-La-Crosse-Ave-APT-1S-Skokie-IL-60077/3526418_zpid/,0,60077,294688,Yes,0.0,9145 La Crosse Ave Skokie IL 60077,"[42.04698052147459, -87.74802979035373]"
