,Type,Year built,Heating,Cooling,Parking,HOA,Total Price,Address,Square Feet,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Half bathrooms,zip,median_nhv,Parking_Binned,cool_temp,Bathrooms_adj
2224,Single Family,1958.0,,Central,2 spaces,Yes,290781.0,"8256 Central Park Ave, Skokie, IL 60076",1025.0, No,3.0,1.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 6.9% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8256-Central-Park-Ave-Skokie-IL-60076/3539818_zpid/,0,60076,382000.0,Yes,Central,1.0
2225,Single Family,1954.0,,Central,,Yes,369466.0,"8621 Monticello Ave, Skokie, IL 60076",1840.0, No,4.0,3.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will decrease 2.1% (↓) in the next year.This home is valued 18.3% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8621-Monticello-Ave-Skokie-IL-60076/3538323_zpid/,0,60076,382000.0,No,Central,3.0
2226,Single Family,1954.0,,Central,,Yes,369466.0,"8621 Monticello Ave, Skokie, IL 60076",1840.0, No,4.0,3.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will decrease 2.1% (↓) in the next year.This home is valued 18.3% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8621-Monticello-Ave-Skokie-IL-60076/3538324_zpid/,0,60076,382000.0,No,Central,3.0
2227,Single Family,1948.0,"Baseboard, Gas",Other,2 spaces,Yes,385000.0,"8334 Harding Ave, Skokie, IL 60076",1638.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 23.3% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8334-Harding-Ave-Skokie-IL-60076/3539350_zpid/,0,60076,382000.0,Yes,Other,0.0
2228,Single Family,1958.0,"Forced air, Stove",Central,2 spaces,Yes,345230.0,"5325 Greenwood St, Skokie, IL 60077",1500.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 17.2% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5325-Greenwood-St-Skokie-IL-60077/3526294_zpid/,0,60077,387000.0,Yes,Central,0.0
2229,Single Family,1953.0,,None,,Yes,391514.0,"7725 Karlov Ave, Skokie, IL 60076",2025.0, No,4.0,3.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 25.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7725-Karlov-Ave-Skokie-IL-60076/3546380_zpid/,0,60076,382000.0,No,None,3.0
2230,Single Family,1961.0,Gas,Central,1 space,Yes,290000.0,"4516 Main St, Skokie, IL 60076",1428.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 7.1% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4516-Main-St-Skokie-IL-60076/3536020_zpid/,0,60076,382000.0,Yes,Central,0.0
2231,Condo,1976.0,"Forced air, Electric",Central,2 spaces,No,185000.0,"5005 Enfield Ave APT 311, Skokie, IL 60077",1200.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 37.2% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5005-Enfield-Ave-APT-311-Skokie-IL-60077/3526715_zpid/,0,60077,224500.0,Yes,Central,0.0
2232,Single Family,1955.0,,Central,2 spaces,Yes,445272.0,"4110 Suffield Ct, Skokie, IL 60076",2035.0, No,4.0,2.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will decrease 2.1% (↓) in the next year.This home is valued 42.6% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4110-Suffield-Ct-Skokie-IL-60076/3524095_zpid/,0,60076,382000.0,Yes,Central,2.0
2233,Single Family,1931.0,,Central,2 spaces,Yes,314013.0,"7530 Kedvale Ave, Skokie, IL 60076",1216.0, No,3.0,2.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 0.5% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7530-Kedvale-Ave-Skokie-IL-60076/3547291_zpid/,0,60076,382000.0,Yes,Central,2.0
2234,Single Family,1960.0,,Central,2 spaces,Yes,322997.0,"7801 Tripp Ave, Skokie, IL 60076",1309.0, No,3.0,2.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 3.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7801-Tripp-Ave-Skokie-IL-60076/3546119_zpid/,0,60076,382000.0,Yes,Central,2.0
2235,Single Family,1954.0,,None,2 spaces,Yes,288574.0,"8247 Kolmar Ave, Skokie, IL 60076",1169.0, No,3.0,1.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 7.6% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8247-Kolmar-Ave-Skokie-IL-60076/3536873_zpid/,0,60076,382000.0,Yes,None,1.0
2236,Single Family,1952.0,"Forced air, Gas",Central,1 space,Yes,385000.0,"4307 Bobolink Ter, Skokie, IL 60076",1326.0, No,5.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 23.3% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4307-Bobolink-Ter-Skokie-IL-60076/3536475_zpid/,0,60076,382000.0,Yes,Central,0.0
2237,Single Family,1955.0,,Central,2 spaces,Yes,419693.0,"7615 Park Ave, Skokie, IL 60077",2069.0, No,5.0,3.0,0.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will decrease 2.1% (↓) in the next year.This home is valued 42.4% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/7615-Park-Ave-Skokie-IL-60077/3548794_zpid/,0,60077,387000.0,Yes,Central,3.0
2238,Condo,1977.0,"Other, Gas",Central,1 space,No,142400.0,"9240 Gross Point Rd APT 105, Skokie, IL 60077",1018.0, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 51.7% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9240-Gross-Point-Rd-APT-105-Skokie-IL-60077/3525308_zpid/,0,60077,224500.0,Yes,Central,0.0
2239,Single Family,1954.0,,Central,2 spaces,Yes,417856.0,"8540 Karlov Ave, Skokie, IL 60076",2102.0, No,5.0,2.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 33.8% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8540-Karlov-Ave-Skokie-IL-60076/3536339_zpid/,0,60076,382000.0,Yes,Central,2.0
2240,Condo,1969.0,Baseboard,Other,1 space,No,142000.0,"9207 Skokie Blvd APT 305, Skokie, IL 60077",800.0, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 51.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9207-Skokie-Blvd-APT-305-Skokie-IL-60077/3522025_zpid/,0,60077,224500.0,Yes,Other,0.0
2241,Single Family,1955.0,,Central,,Yes,280894.0,"9432 Lorel Ave, Skokie, IL 60077",1135.0, No,3.0,2.0,0.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 4.7% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9432-Lorel-Ave-Skokie-IL-60077/3524449_zpid/,0,60077,387000.0,No,Central,2.0
2242,Condo,1933.0,Radiant,Wall,1 space,No,225000.0,"8037 Kenton Ave 1S, Skokie, IL 60076",1850.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 28% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8037-Kenton-Ave-1S-Skokie-IL-60076/3537095_zpid/,0,60076,200750.0,Yes,Wall,0.0
2243,Single Family,1958.0,Forced air,Central,2 spaces,Yes,367326.0,"8129 Kolmar Ave, Skokie, IL 60076",1650.0, No,4.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 17.6% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8129-Kolmar-Ave-Skokie-IL-60076/3536986_zpid/,0,60076,382000.0,Yes,Central,0.0
2244,Single Family,1954.0,Gas,Central,6 spaces,Yes,369000.0,"5033 Harvard Ter, Skokie, IL 60077",2101.0, No,3.0,3.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will fall 2.1% (↓) in the next year.This home is valued 25.2% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5033-Harvard-Ter-Skokie-IL-60077/3549216_zpid/,2,60077,387000.0,Yes,Central,2.0
2245,Condo,2005.0,Forced air,Central,2 spaces,No,329900.0,"9715 Woods Dr UNIT 611, Skokie, IL 60077",1654.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 11.9% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9715-Woods-Dr-UNIT-611-Skokie-IL-60077/99345818_zpid/,0,60077,224500.0,Yes,Central,0.0
2246,Single Family,2001.0,Forced air,Central,3 spaces,Yes,1590000.0,"9111 Kedvale Ave, Skokie, IL 60076",7600.0, No,6.0,5.0,5.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 409.1% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9111-Kedvale-Ave-Skokie-IL-60076/3523784_zpid/,0,60076,382000.0,Yes,Central,0.0
2247,Single Family,1958.0,,Central,2 spaces,Yes,425873.0,"9010 Keeler Ave, Skokie, IL 60076",2224.0, No,4.0,2.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 36.4% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9010-Keeler-Ave-Skokie-IL-60076/3523924_zpid/,0,60076,382000.0,Yes,Central,2.0
2248,Single Family,1956.0,,None,2 spaces,Yes,341644.0,"8507 Drake Ave, Skokie, IL 60076",1461.0, No,3.0,2.0,0.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 9.4% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8507-Drake-Ave-Skokie-IL-60076/3539072_zpid/,0,60076,382000.0,Yes,None,2.0
2249,Single Family,1957.0,Gas,Central,1 space,Yes,368900.0,"5012 Conrad St, Skokie, IL 60077",1900.0, No,4.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 25.2% higher (↑) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5012-Conrad-St-Skokie-IL-60077/3534367_zpid/,0,60077,387000.0,Yes,Central,0.0
2250,Condo,1976.0,Electric,Central,1 space,No,235000.0,"4901 Golf Rd APT 401, Skokie, IL 60077",1800.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 20.3% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4901-Golf-Rd-APT-401-Skokie-IL-60077/64835230_zpid/,0,60077,224500.0,Yes,Central,0.0
2251,Condo,1976.0,Forced air,Central,1 space,No,218000.0,"4901 Golf Rd APT 402, Skokie, IL 60077",1800.0, No,3.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 26% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4901-Golf-Rd-APT-402-Skokie-IL-60077/3525293_zpid/,0,60077,224500.0,Yes,Central,0.0
2252,Condo,1956.0,Baseboard,Wall,1 space,No,99000.0,"8521 Lotus Ave APT 804, Skokie, IL 60077",, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 66.4% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8521-Lotus-Ave-APT-804-Skokie-IL-60077/3533522_zpid/,0,60077,224500.0,Yes,Wall,0.0
2253,Single Family,2007.0,Forced air,Central,2 spaces,Yes,1299000.0,"4041 Cleveland St, Skokie, IL 60076",3600.0, No,5.0,7.0,6.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 315.9% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4041-Cleveland-St-Skokie-IL-60076/3537731_zpid/,1,60076,382000.0,Yes,Central,1.0
2254,Condo,2006.0,Forced air,Central,2 spaces,No,959000.0,"9655 Woods Dr UNIT 1910, Skokie, IL 60077",2752.0, No,3.0,3.0,3.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 225.4% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-1910-Skokie-IL-60077/89959701_zpid/,0,60077,224500.0,Yes,Central,0.0
2255,Single Family,1954.0,Forced air,Central,3 spaces,Yes,699999.0,"8046 Keystone Ave, Skokie, IL 60076",3100.0, No,6.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 124.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8046-Keystone-Ave-Skokie-IL-60076/2106371826_zpid/,1,60076,382000.0,Yes,Central,1.0
2256,Single Family,1956.0,Forced air,Central,2 spaces,Yes,500000.0,"7421 Kolmar Ave, Skokie, IL 60076",1561.0, No,3.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 60.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7421-Kolmar-Ave-Skokie-IL-60076/3546904_zpid/,0,60076,382000.0,Yes,Central,0.0
2257,Townhouse,1956.0,Gas,Central,1 space,Yes,229000.0,"8950 Skokie Blvd #B, Skokie, IL 60077",1056.0, No,2.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 22.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8950-Skokie-Blvd-B-Skokie-IL-60077/2077599615_zpid/,1,60077,327500.0,Yes,Central,1.0
2258,Condo,1957.0,Gas,Central,1 space,No,250000.0,"7400 N Lincoln Ave #408, Skokie, IL 60076",1407.0, No,2.0,2.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will fall 2.1% (↓) in the next year.This home is valued 19.9% lower (↓) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/7400-N-Lincoln-Ave-408-Skokie-IL-60076/2077601437_zpid/,1,60076,200750.0,Yes,Central,1.0
2259,Single Family,1958.0,Forced air,Central,2 spaces,Yes,450000.0,"9100 Kenton Ave, Skokie, IL 60076",1800.0, No,5.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 44.1% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/9100-Kenton-Ave-Skokie-IL-60076/3523039_zpid/,0,60076,382000.0,Yes,Central,0.0
2260,Single Family,1957.0,"Forced air, Gas",Central,2 spaces,Yes,385000.0,"5427 Harvard Ter, Skokie, IL 60077",1316.0, No,3.0,3.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Fairview will fall 2.1% (↓) in the next year.This home is valued 30.6% higher (↑) than the median home in Fairview.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5427-Harvard-Ter-Skokie-IL-60077/3548656_zpid/,1,60077,387000.0,Yes,Central,1.0
2261,Townhouse,1956.0,"Forced air, Gas",Central,1 space,Yes,228900.0,"4941 Carol St, Skokie, IL 60077",1070.0, No,3.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 22.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4941-Carol-St-Skokie-IL-60077/3534230_zpid/,1,60077,327500.0,Yes,Central,1.0
2262,Single Family,1958.0,Gas,Central,2 spaces,Yes,385000.0,"8900 Karlov Ave, Skokie, IL 60076",2044.0, No,3.0,4.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 23.3% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8900-Karlov-Ave-Skokie-IL-60076/3524171_zpid/,2,60076,382000.0,Yes,Central,2.0
2263,Multi Family,1959.0,Baseboard,None,2 spaces,Yes,389900.0,"8243 Knox Ave, Skokie, IL 60076",900.0, No,5.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 24.8% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8243-Knox-Ave-Skokie-IL-60076/3536849_zpid/,1,60076,562000.0,Yes,None,1.0
2264,Single Family,1918.0,"Electric, Gas",None,1 space,Yes,469999.0,"5201 Cleveland St, Skokie, IL 60077",3000.0, No,4.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 59.5% higher (↑) than the median home in Downtown.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/5201-Cleveland-St-Skokie-IL-60077/3535311_zpid/,0,60077,387000.0,Yes,None,0.0
2265,Single Family,1962.0,"Forced air, Gas",Central,3 spaces,Yes,475000.0,"3830 Sugar Loaf Ln, Skokie, IL 60076",1750.0, No,3.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in 60076 will fall 2.1% (↓) in the next year.This home is valued 52.1% higher (↑) than the median home in 60076.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/3830-Sugar-Loaf-Ln-Skokie-IL-60076/3521099_zpid/,1,60076,382000.0,Yes,Central,1.0
2266,Townhouse,1978.0,"Forced air, Gas",Central,1 space,Yes,235000.0,"4909 Carol St #D, Skokie, IL 60077",1070.0, No,2.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will fall 2.1% (↓) in the next year.This home is valued 20.3% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/4909-Carol-St-D-Skokie-IL-60077/3534253_zpid/,1,60077,327500.0,Yes,Central,1.0
2267,Condo,2007.0,Forced air,Central,1 space,No,219000.0,"9655 Woods Dr UNIT 513, Skokie, IL 60077",, No,1.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 25.7% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-513-Skokie-IL-60077/89904406_zpid/,1,60077,224500.0,Yes,Central,1.0
2268,Single Family,1958.0,Gas,Central,1 space,Yes,369000.0,"4449 Palma Pl, Skokie, IL 60076",1260.0, No,4.0,3.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Devonshire Highlands will fall 2.1% (↓) in the next year.This home is valued 18.2% higher (↑) than the median home in Devonshire Highlands.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4449-Palma-Pl-Skokie-IL-60076/3521766_zpid/,1,60076,382000.0,Yes,Central,1.0
2269,Condo,1955.0,"Forced air, Gas",Central,2 spaces,No,149900.0,"8154 Keating Ave APT 301, Skokie, IL 60076",1000.0, No,2.0,1.0,1.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Downtown will fall 2.1% (↓) in the next year.This home is valued 52% lower (↓) than the median home in Downtown.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8154-Keating-Ave-APT-301-Skokie-IL-60076/87694346_zpid/,0,60076,200750.0,Yes,Central,0.0
2270,Condo,1968.0,Gas,None,1 space,No,178500.0,"10015 Beverly Dr APT 111, Skokie, IL 60076",1170.0, No,2.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 42.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/10015-Beverly-Dr-APT-111-Skokie-IL-60076/3514348_zpid/,0,60076,200750.0,Yes,None,0.0
2271,Single Family,1955.0,"Forced air, Gas",Central,2 spaces,Yes,449999.0,"8326 Kildare Ave, Skokie, IL 60076",2386.0, No,5.0,3.0,3.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 44.1% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/8326-Kildare-Ave-Skokie-IL-60076/3537238_zpid/,0,60076,382000.0,Yes,Central,0.0
2272,Condo,2006.0,Forced air,Central,2 spaces,No,415000.0,"9655 Woods Dr UNIT 906, Skokie, IL 60077",1261.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 40.8% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-906-Skokie-IL-60077/89953257_zpid/,0,60077,224500.0,Yes,Central,0.0
2273,Single Family,1955.0,"Forced air, Gas",Central,1 space,Yes,315000.0,"4316 Main St, Skokie, IL 60076",1128.0, No,3.0,2.0,2.0,"Home values in 60076 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Central Skokie will decrease 2.1% (↓) in the next year.This home is valued 0.9% higher (↑) than the median home in Central Skokie.The median Zestimate® for this neighborhood is $312,303.",https://www.zillow.com/homedetails/4316-Main-St-Skokie-IL-60076/3536462_zpid/,0,60076,382000.0,Yes,Central,0.0
2274,Condo,2006.0,"Forced air, Propane / Butane",Central,2 spaces,No,369900.0,"9350 Skokie Blvd UNIT 601, Skokie, IL 60077",2047.0, No,2.0,2.0,2.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will decrease 2.1% (↓) in the next year.This home is valued 25.5% higher (↑) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9350-Skokie-Blvd-UNIT-601-Skokie-IL-60077/89927750_zpid/,0,60077,224500.0,Yes,Central,0.0
2275,Condo,2006.0,"Forced air, Gas",Central,1 space,No,209900.0,"9655 Woods Dr UNIT 707, Skokie, IL 60077",801.0, No,1.0,1.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Old Orchard will fall 2.1% (↓) in the next year.This home is valued 28.8% lower (↓) than the median home in Old Orchard.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/9655-Woods-Dr-UNIT-707-Skokie-IL-60077/89943635_zpid/,0,60077,224500.0,Yes,Central,0.0
2276,Condo,1960.0,"Baseboard, Gas",Central,1 space,No,130000.0,"8710 Skokie Blvd #1BS, Skokie, IL 60077",1000.0, No,2.0,2.0,1.0,"Home values in 60077 have fallen 2.0 % (↓) over the past 12 months.Zillow predicts the home values in Dempster West will decrease 2.1% (↓) in the next year.This home is valued 55.9% lower (↓) than the median home in Dempster West.The median Zestimate® for this neighborhood is $294,688.",https://www.zillow.com/homedetails/8710-Skokie-Blvd-1BS-Skokie-IL-60077/3534828_zpid/,1,60077,224500.0,Yes,Central,1.0
