,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
863,Condo,1902,Forced air,Central,1 space," $384,000","400 S Green St APT 417, Chicago, IL 60607", No,1,1.0,1.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 8.7% lower (↓) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/400-S-Green-St-APT-417-Chicago-IL-60607/3873842_zpid/,,"1,149",$536/month,,Sold
864,Condo,1912,Forced air,Central,1 space," $400,000","540 N Lake Shore Dr APT 701, Chicago, IL 60611", No,1,1.0,1.0,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% (↓) in the next year.This home is valued 13.8% lower (↓) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/540-N-Lake-Shore-Dr-APT-701-Chicago-IL-60611/3867217_zpid/,,"1,030",$916/month,,Sold
865,Single Family,1916,Gas,No Data,2 spaces," $270,000","5326 W Adams St, Chicago, IL 60644", No,6,2.0,,"Home values in South Austin have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in South Austin will rise 3.4% (↑) in the next year.This home is valued 59.3% higher (↑) than the median home in South Austin.The median Zestimate® for this neighborhood is $169,507.",https://www.zillow.com/homedetails/5326-W-Adams-St-Chicago-IL-60644/2104403720_zpid/,"3,920 sqft",968,,,Sold
866,Single Family,1939,Gas,No Data,2 spaces," $329,900","11541 S Bell Ave, Chicago, IL 60643", No,3,2.0,1.0,"Home values in Morgan Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Morgan Park will decrease 1.9% (↓) in the next year.This home is valued 113.9% higher (↑) than the median home in Morgan Park.The median Zestimate® for this neighborhood is $154,237.",https://www.zillow.com/homedetails/11541-S-Bell-Ave-Chicago-IL-60643/4148877_zpid/,"10,300 sqft","1,680",,1.0,Sold
867,Multi Family,1914,Forced air,No Data,2 spaces," $235,000","4438 S Maplewood Ave, Chicago, IL 60632", No,7,4.0,3.0,"Home values in Brighton Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Brighton Park will increase 5.7% (↑) in the next year.This home is valued 21.7% higher (↑) than the median home in Brighton Park.The median Zestimate® for this neighborhood is $193,113.",https://www.zillow.com/homedetails/4438-S-Maplewood-Ave-Chicago-IL-60632/2078458005_zpid/,,,,1.0,Sold
868,Condo,1998,Forced air,Central,1 space," $410,000","333 W Hubbard St APT 609, Chicago, IL 60654", No,2,1.0,1.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 3.5% lower (↓) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/333-W-Hubbard-St-APT-609-Chicago-IL-60654/58366713_zpid/,,"1,039",$830/month,,Sold
869,Townhouse,2007,Forced air,Central,2 spaces," $1,000,000","111 S Racine Ave, Chicago, IL 60607", No,4,4.0,4.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 137.7% higher (↑) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/111-S-Racine-Ave-Chicago-IL-60607/80841262_zpid/,955 sqft,"2,727",$400/month,,Sold
870,Single Family,1890,Gas,No Data,None," $25,000","624 W Englewood Ave, Chicago, IL 60621", No,4,2.0,2.0,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will increase 9% (↑) in the next year.This home is valued 48.7% lower (↓) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/624-W-Englewood-Ave-Chicago-IL-60621/65540190_zpid/,"3,985 sqft","1,476",,,Sold
871,Multi Family,1914,Forced air,No Data,2 spaces," $199,000","7625 S Green St, Chicago, IL 60620", No,5,2.0,2.0,"Home values in Gresham have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gresham will decrease 3.6% (↓) in the next year.This home is valued 57.8% higher (↑) than the median home in Gresham.The median Zestimate® for this neighborhood is $126,118.",https://www.zillow.com/homedetails/7625-S-Green-St-Chicago-IL-60620/2112714416_zpid/,,"2,358",,,Sold
872,Condo,1936,"Forced air, Gas",Central,1 space," $510,000","1209 N State Pkwy APT 7, Chicago, IL 60610", No,2,3.0,2.0,"Home values in Gold Coast have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Gold Coast will decrease 2% (↓) in the next year.This home is valued 4.2% lower (↓) than the median home in Gold Coast.The median Zestimate® for this neighborhood is $532,399.",https://www.zillow.com/homedetails/1209-N-State-Pkwy-APT-7-Chicago-IL-60610/60265917_zpid/,,"1,450","$1,223/mo",1.0,Sold
873,Condo,1915,Gas,Wall,1 space," $159,900","4312 N Clarendon Ave APT 1200, Chicago, IL 60613", No,2,1.0,1.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will increase 2% (↑) in the next year.This home is valued 47.3% lower (↓) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4312-N-Clarendon-Ave-APT-1200-Chicago-IL-60613/3706672_zpid/,,850,$366/month,,Sold
874,Single Family,1887,Gas,Central,1 space," $460,000","2344 W Altgeld St, Chicago, IL 60647", No,3,2.0,2.0,"Home values in Bucktown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bucktown will rise 0.5% (↑) in the next year.This home is valued 23.5% lower (↓) than the median home in Bucktown.The median Zestimate® for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2344-W-Altgeld-St-Chicago-IL-60647/101425699_zpid/,"1,846 sqft","2,074",None,,Sold
875,Condo,1907,Forced air,Central,1 space," $398,000","2636 N Fairfield Ave APT 3N, Chicago, IL 60647", No,3,2.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will rise 1.6% (↑) in the next year.This home is valued 1.4% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2636-N-Fairfield-Ave-APT-3N-Chicago-IL-60647/60200463_zpid/,,"1,500",$203/month,,Sold
876,Condo,1925,No Data,No Data,1 space," $399,900","2749 W Giddings St APT 3E, Chicago, IL 60625", No,2,2.0,2.0,"Home values in Ravenswood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ravenswood will increase 2.6% (↑) in the next year.This home is valued 19.8% lower (↓) than the median home in Ravenswood.The median Zestimate® for this neighborhood is $498,877.",https://www.zillow.com/homedetails/2749-W-Giddings-St-APT-3E-Chicago-IL-60625/2078315869_zpid/,,,$405/month,,Sold
877,Single Family,1906,Gas,Central,2 spaces," $180,000","825 N Harding Ave, Chicago, IL 60651", No,4,2.0,2.0,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 40% lower (↓) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/825-N-Harding-Ave-Chicago-IL-60651/3794351_zpid/,"3,136 sqft","1,032",None,,Sold
878,Condo,2002,Forced air,Central,1 space," $330,000","2641 N Talman Ave #2, Chicago, IL 60647", No,2,2.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 18.3% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2641-N-Talman-Ave-2-Chicago-IL-60647/2078267502_zpid/,,,$139/month,,Sold
879,Condo,2012,Forced air,Central,1 space," $438,500","2435 W Belmont Ave APT 3W, Chicago, IL 60618", No,3,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 18.9% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/2435-W-Belmont-Ave-APT-3W-Chicago-IL-60618/123130696_zpid/,,"1,480",$249/month,,Sold
880,Condo,2007,Forced air,Central,1 space," $372,500","4846 N Clark St #507, Chicago, IL 60640", No,2,2.0,2.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 22.7% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/4846-N-Clark-St-507-Chicago-IL-60640/2078201987_zpid/,,"1,189",$441/month,,Sold
881,Single Family,1956,Forced air,Central,2 spaces," $255,000","5124 N Melvina Ave, Chicago, IL 60630", No,4,2.0,2.0,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% (↓) in the next year.This home is valued 15.9% lower (↓) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5124-N-Melvina-Ave-Chicago-IL-60630/3634280_zpid/,"4,268 sqft","1,008",,,Sold
882,Condo,2001,"Forced air, Gas",Central,1 space," $506,500","1048 N Wolcott Ave #2, Chicago, IL 60622", No,2,2.0,2.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will increase 1.7% (↑) in the next year.This home is valued 4.7% lower (↓) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1048-N-Wolcott-Ave-2-Chicago-IL-60622/65565037_zpid/,,"1,239",$147/mo,,Sold
883,Condo,1909,Gas,Central,1 space," $355,000","2950 W Palmer St #A2, Chicago, IL 60647", No,2,2.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 12.1% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2950-W-Palmer-St-A2-Chicago-IL-60647/3688414_zpid/,,,$304/month,,Sold
884,Townhouse,2004,Forced air,Central,1 space," $390,000","3256 W Armitage Ave UNIT 3, Chicago, IL 60647", No,3,3.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 3.4% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3256-W-Armitage-Ave-UNIT-3-Chicago-IL-60647/80845783_zpid/,954 sqft,"1,976",$160/month,1.0,Sold
885,Condo,1984,Electric,Central,2 spaces," $825,000","950 N Michigan Ave APT 3402, Chicago, IL 60611", No,3,4.0,3.0,"Home values in Streeterville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Streeterville will fall 1.2% (↓) in the next year.This home is valued 77.8% higher (↑) than the median home in Streeterville.The median Zestimate® for this neighborhood is $463,930.",https://www.zillow.com/homedetails/950-N-Michigan-Ave-APT-3402-Chicago-IL-60611/2083798662_zpid/,,"2,175","$1,867/month",1.0,Sold
886,Condo,2020,Forced air,Central,1 space," $589,000","2755 W Lawrence Ave #3E, Chicago, IL 60625", No,3,2.0,2.0,"Home values in Ravenswood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ravenswood will rise 2.6% (↑) in the next year.This home is valued 18.1% higher (↑) than the median home in Ravenswood.The median Zestimate® for this neighborhood is $498,877.",https://www.zillow.com/homedetails/2755-W-Lawrence-Ave-3E-Chicago-IL-60625/2078997090_zpid/,,"1,850",$249/month,,Sold
887,Condo,1919,Radiant,Central,1 space," $389,000","1328 W Elmdale Ave #2E, Chicago, IL 60660", No,2,2.0,2.0,"Home values in Edgewater Glen have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater Glen will rise 3.3% (↑) in the next year.This home is valued 18.5% lower (↓) than the median home in Edgewater Glen.The median Zestimate® for this neighborhood is $477,472.",https://www.zillow.com/homedetails/1328-W-Elmdale-Ave-2E-Chicago-IL-60660/3690034_zpid/,,"1,700",$436/month,,Sold
889,Condo,2020,Forced air,Central,1 space," $935,000","2643 N Hermitage Ave #204N, Chicago, IL 60614", No,3,3.0,2.0,"Home values in Lathrop Homes have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lathrop Homes will fall 0.4% (↓) in the next year.This home is valued 59.8% higher (↑) than the median home in Lathrop Homes.The median Zestimate® for this neighborhood is $585,007.",https://www.zillow.com/homedetails/2643-N-Hermitage-Ave-204N-Chicago-IL-60614/2078133447_zpid/,,"1,900",$469/month,1.0,Sold
892,Single Family,2020,Gas,Central,2 spaces," $1,580,000","2142 W Waveland Ave, Chicago, IL 60618", No,6,5.0,4.0,"Home values in North Center have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in North Center will rise 1.3% (↑) in the next year.This home is valued 106.5% higher (↑) than the median home in North Center.The median Zestimate® for this neighborhood is $765,003.",https://www.zillow.com/homedetails/2142-W-Waveland-Ave-Chicago-IL-60618/2130393977_zpid/,"3,136 sqft","4,000",,1.0,Sold
893,Condo,1986,Forced air,Central,1 space," $186,900","6440 W Devon Ave APT 306, Chicago, IL 60631", No,1,1.0,1.0,"Home values in Norwood Park East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Norwood Park East will fall 1.2% (↓) in the next year.This home is valued 44.2% lower (↓) than the median home in Norwood Park East.The median Zestimate® for this neighborhood is $334,700.",https://www.zillow.com/homedetails/6440-W-Devon-Ave-APT-306-Chicago-IL-60631/3552574_zpid/,,,$300/month,,Sold
894,Condo,2001,Forced air,Central,1 space," $410,000","1423 W Argyle St APT 3N, Chicago, IL 60640", No,2,2.0,2.0,"Home values in Uptown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Uptown will rise 2% (↑) in the next year.This home is valued 35.1% higher (↑) than the median home in Uptown.The median Zestimate® for this neighborhood is $303,469.",https://www.zillow.com/homedetails/1423-W-Argyle-St-APT-3N-Chicago-IL-60640/70459885_zpid/,,"1,320",$168/month,,Sold
896,Single Family,1905,Gas,Central,2 spaces," $482,000","4557 N Springfield Ave, Chicago, IL 60625", No,4,3.0,3.0,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will decrease 1.1% (↓) in the next year.This home is valued 53.2% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4557-N-Springfield-Ave-Chicago-IL-60625/3644499_zpid/,"3,615 sqft","1,910",,,Sold
897,Condo,1916,Forced air,Central,1 space," $404,000","1449 W Edgewater Ave #3, Chicago, IL 60660", No,2,2.0,2.0,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will rise 1.3% (↑) in the next year.This home is valued 66.8% higher (↑) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/1449-W-Edgewater-Ave-3-Chicago-IL-60660/80845942_zpid/,,,$250/month,,Sold
898,Condo,1895,Forced air,Central,1 space," $590,000","2100 N Racine Ave APT 1A, Chicago, IL 60614", No,2,2.0,2.0,"Home values in Sheffield Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sheffield Neighbors will fall 0.6% (↓) in the next year.This home is valued 42.7% lower (↓) than the median home in Sheffield Neighbors.The median Zestimate® for this neighborhood is $1,029,586.",https://www.zillow.com/homedetails/2100-N-Racine-Ave-APT-1A-Chicago-IL-60614/3734976_zpid/,,"2,450",$726/month,,Sold
899,Condo,1992,Forced air,Central,2 spaces," $525,000","1808 W Diversey Pkwy APT M, Chicago, IL 60614", No,3,3.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 2.9% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1808-W-Diversey-Pkwy-APT-M-Chicago-IL-60614/3731498_zpid/,,"1,900",$200/month,1.0,Sold
900,Condo,1978,Baseboard,Wall,1 space," $235,000","3900 N Pine Grove Ave APT 902, Chicago, IL 60613", No,2,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 56.5% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3900-N-Pine-Grove-Ave-APT-902-Chicago-IL-60613/80810895_zpid/,,"1,000",$648/month,,Sold
901,Single Family,1960,Gas,Central,2 spaces," $299,900","4719 W 82nd St, Chicago, IL 60652", No,4,3.0,3.0,"Home values in Scottsdale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Scottsdale will increase 3.9% (↑) in the next year.This home is valued 46.9% higher (↑) than the median home in Scottsdale.The median Zestimate® for this neighborhood is $204,139.",https://www.zillow.com/homedetails/4719-W-82nd-St-Chicago-IL-60652/3971318_zpid/,"5,401 sqft","2,000",,,Sold
902,Single Family,1910,Gas,No Data,1 space," $135,000","2834 S Kolin Ave, Chicago, IL 60623", No,3,1.0,1.0,"Home values in Little Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Little Village will fall 0.5% (↓) in the next year.This home is valued 10% lower (↓) than the median home in Little Village.The median Zestimate® for this neighborhood is $149,958.",https://www.zillow.com/homedetails/2834-S-Kolin-Ave-Chicago-IL-60623/3827865_zpid/,"3,125 sqft","1,071",,,Sold
903,Multi Family,1890,Forced air,No Data,2 spaces," $550,000","3638 S Union Ave, Chicago, IL 60609", No,6,4.0,4.0,"Home values in Bridgeport have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bridgeport will decrease 0.2% (↓) in the next year.This home is valued 51.8% higher (↑) than the median home in Bridgeport.The median Zestimate® for this neighborhood is $362,289.",https://www.zillow.com/homedetails/3638-S-Union-Ave-Chicago-IL-60609/2087269691_zpid/,,,,,Sold
904,Townhouse,2003,Forced air,Central,2 spaces," $757,500","1215 N Sedgwick St, Chicago, IL 60610", No,3,3.0,2.0,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% (↓) in the next year.This home is valued 90.1% higher (↑) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1215-N-Sedgwick-St-Chicago-IL-60610/65550778_zpid/,901 sqft,"2,400",$177/month,1.0,Sold
905,Single Family,1890,Radiant,Other,2 spaces," $885,000","1739 N Honore St, Chicago, IL 60622", No,3,3.0,3.0,"Home values in Bucktown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bucktown will increase 0.5% (↑) in the next year.This home is valued 47.2% higher (↑) than the median home in Bucktown.The median Zestimate® for this neighborhood is $601,188.",https://www.zillow.com/homedetails/1739-N-Honore-St-Chicago-IL-60622/3734143_zpid/,"2,905 sqft","1,588",None,,Sold
906,Condo,1923,Forced air,Central,1 space," $525,000","5310 N Paulina St APT 1S, Chicago, IL 60640", No,3,2.0,2.0,"Home values in Andersonville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Andersonville will rise 3.3% (↑) in the next year.This home is valued 13.1% higher (↑) than the median home in Andersonville.The median Zestimate® for this neighborhood is $464,364.",https://www.zillow.com/homedetails/5310-N-Paulina-St-APT-1S-Chicago-IL-60640/2079277988_zpid/,,"2,100",$297/month,,Sold
907,Single Family,1910,Forced air,Central,1 space," $875,000","5410 N Paulina St, Chicago, IL 60640", No,4,4.0,3.0,"Home values in Andersonville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Andersonville will increase 3.3% (↑) in the next year.This home is valued 88.4% higher (↑) than the median home in Andersonville.The median Zestimate® for this neighborhood is $464,364.",https://www.zillow.com/homedetails/5410-N-Paulina-St-Chicago-IL-60640/3697562_zpid/,"4,460 sqft","2,094",None,1.0,Sold
908,Multi Family,1890,Forced air,Central,None," $1,005,000","1257 W Nelson St, Chicago, IL 60657", No,4,3.0,3.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 85.9% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1257-W-Nelson-St-Chicago-IL-60657/2116368366_zpid/,,,,,Sold
909,Condo,2004,Forced air,Central,1 space," $610,000","1955 W Barry Ave APT 2E, Chicago, IL 60657", No,3,3.0,3.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 12.8% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1955-W-Barry-Ave-APT-2E-Chicago-IL-60657/70461865_zpid/,,,$226/month,,Sold
910,Single Family,1947,Forced air,Central,2 spaces," $552,000","7150 N Mankato Ave, Chicago, IL 60646", No,5,4.0,4.0,"Home values in Wildwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wildwood will fall 0.3% (↓) in the next year.This home is valued 25.1% higher (↑) than the median home in Wildwood.The median Zestimate® for this neighborhood is $441,218.",https://www.zillow.com/homedetails/7150-N-Mankato-Ave-Chicago-IL-60646/3552667_zpid/,"7,122 sqft","3,421",,,Sold
911,Condo,2005,Gas,Central,1 space," $390,000","1148 W Roscoe St APT 3W, Chicago, IL 60657", No,2,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 27.9% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1148-W-Roscoe-St-APT-3W-Chicago-IL-60657/80827802_zpid/,,"1,350",$322/month,,Sold
912,Condo,1999,Forced air,Central,2 spaces," $737,500","1308 W Fletcher St APT 3W, Chicago, IL 60657", No,3,3.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 36.4% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1308-W-Fletcher-St-APT-3W-Chicago-IL-60657/58361929_zpid/,,"2,200",$245/month,1.0,Sold
913,Single Family,1888,Gas,Central,2 spaces," $245,750","10216 S Parnell Ave, Chicago, IL 60628", No,4,2.0,2.0,"Home values in Fernwood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Fernwood will increase 0.8% (↑) in the next year.This home is valued 167.1% higher (↑) than the median home in Fernwood.The median Zestimate® for this neighborhood is $91,990.",https://www.zillow.com/homedetails/10216-S-Parnell-Ave-Chicago-IL-60628/4131942_zpid/,"6,250 sqft","2,084",,,Sold
914,Condo,2005,Forced air,Central,1 space," $285,000","950 W Monroe St UNIT 909, Chicago, IL 60607", No,1,1.0,1.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will rise 1.8% (↑) in the next year.This home is valued 32.3% lower (↓) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/950-W-Monroe-St-UNIT-909-Chicago-IL-60607/80855385_zpid/,,750,$471/month,,Sold
915,Condo,2002,Forced air,Central,1 space," $226,000","4534 N Cumberland Ave UNIT 404, Chicago, IL 60656", No,2,2.0,2.0,"Home values in Schorsch Forest View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Schorsch Forest View will rise 0.6% (↑) in the next year.This home is valued 38.5% lower (↓) than the median home in Schorsch Forest View.The median Zestimate® for this neighborhood is $367,273.",https://www.zillow.com/homedetails/4534-N-Cumberland-Ave-UNIT-404-Chicago-IL-60656/63692475_zpid/,,"1,260",$300/month,,Sold
916,Condo,2004,Forced air,Central,1 space," $443,000","810 N Wolcott Ave APT 2B, Chicago, IL 60622", No,2,2.0,2.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 16.6% lower (↓) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/810-N-Wolcott-Ave-APT-2B-Chicago-IL-60622/70465456_zpid/,,"1,335",$338/month,,Sold
917,Single Family,1945,Forced air,Central,1 space," $389,000","9406 S Winchester Ave, Chicago, IL 60643", No,3,3.0,2.0,"Home values in Beverly have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Beverly will rise 0.8% (↑) in the next year.This home is valued 12.3% higher (↑) than the median home in Beverly.The median Zestimate® for this neighborhood is $346,385.",https://www.zillow.com/homedetails/9406-S-Winchester-Ave-Chicago-IL-60643/4124776_zpid/,"6,359 sqft","2,245",,1.0,Sold
918,Single Family,1955,Other,Central,2 spaces," $284,000","3418 W 72nd St, Chicago, IL 60629", No,5,3.0,3.0,"Home values in Marquette Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Marquette Park will rise 0.3% (↑) in the next year.This home is valued 75.5% higher (↑) than the median home in Marquette Park.The median Zestimate® for this neighborhood is $161,845.",https://www.zillow.com/homedetails/3418-W-72nd-St-Chicago-IL-60629/3958626_zpid/,"3,746 sqft","1,980",,,Sold
919,Condo,1935,Other,No Data,None," $135,000","4213 N Kedvale Ave APT 1J, Chicago, IL 60641", No,1,1.0,1.0,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will fall 1.1% (↓) in the next year.This home is valued 66.4% lower (↓) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4213-N-Kedvale-Ave-APT-1J-Chicago-IL-60641/80822936_zpid/,,,$290/month,,Sold
920,Condo,1919,Gas,Central,1 space," $328,500","1040 W Adams St UNIT 374, Chicago, IL 60607", No,1,1.0,1.0,"Home values in Near West Side have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Near West Side will increase 1.8% (↑) in the next year.This home is valued 21.9% lower (↓) than the median home in Near West Side.The median Zestimate® for this neighborhood is $420,759.",https://www.zillow.com/homedetails/1040-W-Adams-St-UNIT-374-Chicago-IL-60607/89976711_zpid/,,850,$398/month,,Sold
921,Condo,1904,Forced air,Central,1 space," $375,000","5444 N Winthrop Ave #2N, Chicago, IL 60640", No,2,2.0,2.0,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will increase 1.3% (↑) in the next year.This home is valued 54.8% higher (↑) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/5444-N-Winthrop-Ave-2N-Chicago-IL-60640/89881304_zpid/,,"1,500",$386/month,,Sold
922,Condo,1969,Forced air,Central,2 spaces," $515,000","2800 N Lake Shore Dr APT 3809, Chicago, IL 60657", No,3,2.0,2.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 63.2% higher (↑) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2800-N-Lake-Shore-Dr-APT-3809-Chicago-IL-60657/3723879_zpid/,,"1,800","$1,346/month",,Sold
