,Type,Year built,Heating,Cooling,Parking,Total Price,Address,New construction,Bedrooms,Bathrooms,Full bathrooms,neighborhood_stats,URL,Lot,Square Feet,HOA,Half bathrooms,Status
793,Single Family,2008.0,Gas,Central,2 spaces,262000.0,"11847 S Vincennes Ave, Chicago, IL 60643", No,4,4.0,3.0,"Home values in Morgan Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Morgan Park will decrease 1.9% (↓) in the next year.This home is valued 69.9% higher (↑) than the median home in Morgan Park.The median Zestimate® for this neighborhood is $154,237.",https://www.zillow.com/homedetails/11847-S-Vincennes-Ave-Chicago-IL-60643/87696467_zpid/,3179.0,1967.0,,1,Sold
794,Multi Family,,Forced air,Central,2 spaces,370000.0,"5925 S Kilbourn Ave, Chicago, IL 60629", No,5,3.0,3.0,"Home values in West Lawn have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Lawn will increase 1.5% (↑) in the next year.This home is valued 81.2% higher (↑) than the median home in West Lawn.The median Zestimate® for this neighborhood is $204,144.",https://www.zillow.com/homedetails/5925-S-Kilbourn-Ave-Chicago-IL-60629/2102608807_zpid/,,,,0,Sold
795,Multi Family,1898.0,Forced air,"Central, Other",2 spaces,640000.0,"2325 S Hoyne Ave, Chicago, IL 60608", No,7,5.0,5.0,"Home values in Heart of Chicago have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Heart of Chicago will decrease 7.8% (↓) in the next year.This home is valued 157.6% higher (↑) than the median home in Heart of Chicago.The median Zestimate® for this neighborhood is $248,475.",https://www.zillow.com/homedetails/2325-S-Hoyne-Ave-Chicago-IL-60608/2137361525_zpid/,,,,0,Sold
796,Multi Family,1900.0,Forced air,None,,293000.0,"6908 S Union Ave, Chicago, IL 60621", No,5,3.0,3.0,"Home values in Englewood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Englewood will increase 9% (↑) in the next year.This home is valued 501.1% higher (↑) than the median home in Englewood.The median Zestimate® for this neighborhood is $48,744.",https://www.zillow.com/homedetails/6908-S-Union-Ave-Chicago-IL-60621/2079760214_zpid/,,,,0,Sold
797,Single Family,1950.0,Forced air,Central,2 spaces,260000.0,"5549 S Kilbourn Ave, Chicago, IL 60629", No,4,1.0,1.0,"Home values in West Elsdon have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Elsdon will increase 7% (↑) in the next year.This home is valued 26.5% higher (↑) than the median home in West Elsdon.The median Zestimate® for this neighborhood is $205,548.",https://www.zillow.com/homedetails/5549-S-Kilbourn-Ave-Chicago-IL-60629/3937454_zpid/,3781.0,1376.0,,0,Sold
798,Condo,1958.0,Baseboard,None,1 space,105500.0,"2245 W Farwell Ave APT 1B, Chicago, IL 60645", No,1,1.0,1.0,"Home values in West Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Rogers Park will increase 1.7% (↑) in the next year.This home is valued 65.3% lower (↓) than the median home in West Rogers Park.The median Zestimate® for this neighborhood is $303,895.",https://www.zillow.com/homedetails/2245-W-Farwell-Ave-APT-1B-Chicago-IL-60645/65556975_zpid/,,700.0,225.0,0,Sold
799,Condo,1969.0,Forced air,Central,1 space,400000.0,"2800 N Lake Shore Dr APT 2717, Chicago, IL 60657", No,2,2.0,2.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 26.8% higher (↑) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2800-N-Lake-Shore-Dr-APT-2717-Chicago-IL-60657/3723706_zpid/,,1350.0,928.0,0,Sold
800,Single Family,1905.0,Gas,None,2 spaces,586000.0,"2555 N Bernard St, Chicago, IL 60647", No,3,2.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 45.2% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2555-N-Bernard-St-Chicago-IL-60647/3670633_zpid/,4687.0,1632.0,,0,Sold
801,Condo,1891.0,Electric,None,,94000.0,"2800 N Pine Grove Ave UNIT 2I, Chicago, IL 60657", No,0,1.0,1.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 70.2% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/2800-N-Pine-Grove-Ave-UNIT-2I-Chicago-IL-60657/3721470_zpid/,,300.0,186.0,0,Sold
802,Condo,1920.0,Gas,Central,1 space,183500.0,"1528 W Fargo Ave APT 3N, Chicago, IL 60626", No,2,2.0,2.0,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will rise 1.4% (↑) in the next year.This home is valued 18.8% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/1528-W-Fargo-Ave-APT-3N-Chicago-IL-60626/65556723_zpid/,,1100.0,264.0,0,Sold
803,Condo,1909.0,Forced air,Central,,385000.0,"2712 N Kedzie Ave #1, Chicago, IL 60647", No,3,3.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 4.6% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2712-N-Kedzie-Ave-1-Chicago-IL-60647/87717740_zpid/,,1514.0,325.0,0,Sold
804,Apartment,,,None,Attached Garage,701000.0,"2219 N Campbell Ave APT 2S, Chicago, IL 60647", No,3,3.0,,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 73.7% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2219-N-Campbell-Ave-APT-2S-Chicago-IL-60647/113950630_zpid/,,2200.0,252.0,0,Sold
805,Multi Family,1906.0,Forced air,None,2 spaces,375000.0,"2442 N Avers Ave, Chicago, IL 60647", No,4,3.0,3.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 7.1% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2442-N-Avers-Ave-Chicago-IL-60647/2143703973_zpid/,,,,0,Sold
806,Single Family,2020.0,Forced air,Central,2 spaces,699000.0,"5135 W Carmen Ave, Chicago, IL 60630", No,3,4.0,3.0,"Home values in Jefferson Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Jefferson Park will fall 2.4% (↓) in the next year.This home is valued 130.6% higher (↑) than the median home in Jefferson Park.The median Zestimate® for this neighborhood is $303,165.",https://www.zillow.com/homedetails/5135-W-Carmen-Ave-Chicago-IL-60630/3638065_zpid/,3049.0,3100.0,,1,Sold
808,Condo,2013.0,Forced air,Central,1 space,320000.0,"3510 W Palmer St APT 2E, Chicago, IL 60647", No,2,2.0,2.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 20.7% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/3510-W-Palmer-St-APT-2E-Chicago-IL-60647/61962845_zpid/,,1386.0,332.0,0,Sold
809,Condo,1960.0,Forced air,Other,1 space,235000.0,"3600 N Lake Shore Dr APT 2015, Chicago, IL 60613", No,2,2.0,2.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will fall 0.6% (↓) in the next year.This home is valued 25.5% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/3600-N-Lake-Shore-Dr-APT-2015-Chicago-IL-60613/3715581_zpid/,,1200.0,1021.0,0,Sold
810,Single Family,1958.0,Forced air,Central,1 space,365000.0,"8552 W Saint Joseph Ave, Chicago, IL 60656", No,4,2.0,2.0,"Home values in O'Hare have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in O'Hare will increase 1.6% (↑) in the next year.This home is valued 21.8% higher (↑) than the median home in O'Hare.The median Zestimate® for this neighborhood is $299,617.",https://www.zillow.com/homedetails/8552-W-Saint-Joseph-Ave-Chicago-IL-60656/3582669_zpid/,5000.0,1437.0,,0,Sold
811,Single Family,1947.0,Gas,None,,426750.0,"3633 N Plainfield Ave, Chicago, IL 60634", No,4,2.0,2.0,"Home values in Irving Woods have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Woods will decrease 3.6% (↓) in the next year.This home is valued 57% higher (↑) than the median home in Irving Woods.The median Zestimate® for this neighborhood is $271,872.",https://www.zillow.com/homedetails/3633-N-Plainfield-Ave-Chicago-IL-60634/3595852_zpid/,3720.0,1833.0,,0,Sold
812,Condo,1998.0,Gas,Central,1 space,565000.0,"3924 N Southport Ave APT 4N, Chicago, IL 60613", No,3,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 4.5% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3924-N-Southport-Ave-APT-4N-Chicago-IL-60613/54534040_zpid/,,1700.0,350.0,0,Sold
813,Condo,1896.0,Forced air,Central,1 space,347000.0,"1415 W Roscoe St #G, Chicago, IL 60657", No,3,1.0,1.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 35.8% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1415-W-Roscoe-St-G-Chicago-IL-60657/65559831_zpid/,,1200.0,150.0,0,Sold
814,Single Family,2018.0,Forced air,Central,2 spaces,767000.0,"4167 W Cornelia Ave, Chicago, IL 60641", No,5,4.0,3.0,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% (↓) in the next year.This home is valued 91.1% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4167-W-Cornelia-Ave-Chicago-IL-60641/2086970641_zpid/,7448.0,3500.0,,1,Sold
815,Condo,1970.0,Baseboard,Central,2 spaces,104500.0,"6171 N Sheridan Rd APT 1305, Chicago, IL 60660", No,0,1.0,1.0,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will increase 1.3% (↑) in the next year.This home is valued 56.9% lower (↓) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/6171-N-Sheridan-Rd-APT-1305-Chicago-IL-60660/3691620_zpid/,,447.0,285.0,0,Sold
816,Townhouse,1996.0,Forced air,Central,2 spaces,980000.0,"1055 W Lill Ave, Chicago, IL 60614", No,4,3.0,3.0,"Home values in Wrightwood Neighbors have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wrightwood Neighbors will fall 0.5% (↓) in the next year.This home is valued 44.7% higher (↑) than the median home in Wrightwood Neighbors.The median Zestimate® for this neighborhood is $677,229.",https://www.zillow.com/homedetails/1055-W-Lill-Ave-Chicago-IL-60614/3730544_zpid/,952.0,3000.0,275.0,0,Sold
817,Single Family,1920.0,Forced air,Central,2 spaces,280000.0,"432 E 89th St, Chicago, IL 60619", No,4,3.0,3.0,"Home values in Burnside have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Burnside will increase 2.4% (↑) in the next year.This home is valued 126.1% higher (↑) than the median home in Burnside.The median Zestimate® for this neighborhood is $123,820.",https://www.zillow.com/homedetails/432-E-89th-St-Chicago-IL-60619/4116130_zpid/,3123.0,2685.0,,0,Sold
818,Condo,,,None,,565000.0,"2869 W Lyndale St UNIT 2, Chicago, IL 60647", No,0,,,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 40% higher (↑) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/2869-W-Lyndale-St-UNIT-2-Chicago-IL-60647/306332516_zpid/,,,,0,Sold
819,Condo,1961.0,,None,,95000.0,"555 W Cornelia Ave APT 803, Chicago, IL 60657", No,0,1.0,1.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 69.9% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/555-W-Cornelia-Ave-APT-803-Chicago-IL-60657/3717106_zpid/,,473.0,462.0,0,Sold
820,Multi Family,1880.0,Gas,Central,1 space,1050000.0,"1501 W Ohio St, Chicago, IL 60642", No,7,6.0,5.0,"Home values in West Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Town will rise 1.7% (↑) in the next year.This home is valued 106.9% higher (↑) than the median home in West Town.The median Zestimate® for this neighborhood is $507,475.",https://www.zillow.com/homedetails/1501-W-Ohio-St-Chicago-IL-60642/158779453_zpid/,,1003.0,,1,Sold
821,Single Family,1938.0,Gas,Central,1 space,467500.0,"5721 N Kerbs Ave, Chicago, IL 60646", No,3,2.0,1.0,"Home values in Sauganash have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Sauganash will increase 1.5% (↑) in the next year.This home is valued 7% higher (↑) than the median home in Sauganash.The median Zestimate® for this neighborhood is $436,778.",https://www.zillow.com/homedetails/5721-N-Kerbs-Ave-Chicago-IL-60646/3623462_zpid/,4835.0,1519.0,,1,Sold
822,Condo,2007.0,Forced air,Central,1 space,368000.0,"657 W Fulton St UNIT 504, Chicago, IL 60661", No,2,2.0,2.0,"Home values in Fulton River District have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Fulton River District will decrease 0.3% (↓) in the next year.This home is valued 21% lower (↓) than the median home in Fulton River District.The median Zestimate® for this neighborhood is $465,877.",https://www.zillow.com/homedetails/657-W-Fulton-St-UNIT-504-Chicago-IL-60661/87722100_zpid/,,970.0,319.0,0,Sold
823,Condo,1994.0,Forced air,Central,1 space,580000.0,"2415 N Janssen Ave APT D, Chicago, IL 60614", No,3,3.0,2.0,"Home values in West De Paul have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West De Paul will decrease 0.9% (↓) in the next year.This home is valued 26% lower (↓) than the median home in West De Paul.The median Zestimate® for this neighborhood is $783,255.",https://www.zillow.com/homedetails/2415-N-Janssen-Ave-APT-D-Chicago-IL-60614/3729866_zpid/,,1600.0,243.0,1,Sold
824,Condo,1887.0,Forced air,Central,,310000.0,"701 W Jackson Blvd APT 201, Chicago, IL 60661", No,2,2.0,1.0,"Home values in West Loop Gate have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in West Loop Gate will fall 0.5% (↓) in the next year.This home is valued 8.5% lower (↓) than the median home in West Loop Gate.The median Zestimate® for this neighborhood is $338,772.",https://www.zillow.com/homedetails/701-W-Jackson-Blvd-APT-201-Chicago-IL-60661/3871279_zpid/,,1255.0,401.0,1,Sold
825,Condo,1892.0,Gas,Central,,168000.0,"4529 S Prairie Ave APT 2S, Chicago, IL 60653", No,2,2.0,2.0,"Home values in Bronzeville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bronzeville will rise 2.7% (↑) in the next year.This home is valued 36.6% lower (↓) than the median home in Bronzeville.The median Zestimate® for this neighborhood is $265,069.",https://www.zillow.com/homedetails/4529-S-Prairie-Ave-APT-2S-Chicago-IL-60653/63706146_zpid/,,,165.0,0,Sold
826,Single Family,1918.0,Forced air,Central,2 spaces,370000.0,"4633 N Karlov Ave, Chicago, IL 60630", No,5,2.0,2.0,"Home values in Albany Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Albany Park will fall 1.1% (↓) in the next year.This home is valued 17.6% higher (↑) than the median home in Albany Park.The median Zestimate® for this neighborhood is $314,708.",https://www.zillow.com/homedetails/4633-N-Karlov-Ave-Chicago-IL-60630/3646566_zpid/,3750.0,1203.0,,0,Sold
827,Single Family,1942.0,"Baseboard, Forced air",Central,2 spaces,675000.0,"3532 N Whipple St, Chicago, IL 60618", No,5,3.0,2.0,"Home values in Avondale have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Avondale will increase 0% (↑) in the next year.This home is valued 70.9% higher (↑) than the median home in Avondale.The median Zestimate® for this neighborhood is $394,918.",https://www.zillow.com/homedetails/3532-N-Whipple-St-Chicago-IL-60618/3668270_zpid/,5619.0,4400.0,,1,Sold
828,Condo,2008.0,Gas,Central,1 space,580000.0,"8 E Randolph St UNIT 3301, Chicago, IL 60601", No,2,2.0,2.0,"Home values in The Loop have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in The Loop will fall 3.3% (↓) in the next year.This home is valued 57.1% higher (↑) than the median home in The Loop.The median Zestimate® for this neighborhood is $369,141.",https://www.zillow.com/homedetails/8-E-Randolph-St-UNIT-3301-Chicago-IL-60601/101345548_zpid/,,1365.0,991.0,0,Sold
829,Condo,2018.0,Forced air,Central,2 spaces,590000.0,"1310 N Cleveland Ave APT 2, Chicago, IL 60610", No,3,2.0,2.0,"Home values in Old Town have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Old Town will decrease 0.2% (↓) in the next year.This home is valued 48.1% higher (↑) than the median home in Old Town.The median Zestimate® for this neighborhood is $398,382.",https://www.zillow.com/homedetails/1310-N-Cleveland-Ave-APT-2-Chicago-IL-60610/2083245764_zpid/,,1650.0,280.0,0,Sold
830,Condo,1919.0,Other,Central,1 space,161000.0,"6906 N Ashland Blvd #GS, Chicago, IL 60626", No,2,2.0,2.0,"Home values in Rogers Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Rogers Park will increase 1.4% (↑) in the next year.This home is valued 28.8% lower (↓) than the median home in Rogers Park.The median Zestimate® for this neighborhood is $226,102.",https://www.zillow.com/homedetails/6906-N-Ashland-Blvd-GS-Chicago-IL-60626/87695924_zpid/,,1200.0,240.0,0,Sold
831,Single Family,2001.0,Forced air,Central,2 spaces,1089000.0,"2330 W Dickens Ave, Chicago, IL 60647", No,4,4.0,3.0,"Home values in Bucktown have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bucktown will rise 0.5% (↑) in the next year.This home is valued 81.1% higher (↑) than the median home in Bucktown.The median Zestimate® for this neighborhood is $601,188.",https://www.zillow.com/homedetails/2330-W-Dickens-Ave-Chicago-IL-60647/3732431_zpid/,2400.0,2300.0,,1,Sold
832,Townhouse,2004.0,Forced air,Central,1 space,630000.0,"941 N Howe St, Chicago, IL 60610", No,3,3.0,2.0,"Home values in Goose Island have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Goose Island will fall 0.6% (↓) in the next year.This home is valued 35.8% higher (↑) than the median home in Goose Island.The median Zestimate® for this neighborhood is $463,950.",https://www.zillow.com/homedetails/941-N-Howe-St-Chicago-IL-60610/70464951_zpid/,121532.4,1960.0,490.0,1,Sold
833,Single Family,1961.0,Gas,Central,2 spaces,230000.0,"1351 N Lawndale Ave, Chicago, IL 60651", No,3,1.0,1.0,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 23.4% lower (↓) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1351-N-Lawndale-Ave-Chicago-IL-60651/3793494_zpid/,3101.0,1020.0,,0,Sold
834,Condo,1998.0,"Forced air, Gas",Central,1 space,362500.0,"920 W Sheridan Rd APT 203, Chicago, IL 60613", No,1,1.0,1.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 32.9% lower (↓) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/920-W-Sheridan-Rd-APT-203-Chicago-IL-60613/54534078_zpid/,,1100.0,342.0,0,Sold
835,Condo,,,None,,1165000.0,"2024 W Le Moyne St UNIT 1W, Chicago, IL 60622", No,0,,,"Home values in Wicker Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Wicker Park will increase 1.1% (↑) in the next year.This home is valued 98.9% higher (↑) than the median home in Wicker Park.The median Zestimate® for this neighborhood is $585,609.",https://www.zillow.com/homedetails/2024-W-Le-Moyne-St-UNIT-1W-Chicago-IL-60622/306333540_zpid/,,,,0,Sold
836,Single Family,1902.0,Forced air,Central,2 spaces,1050000.0,"4326 N Kildare Ave, Chicago, IL 60641", No,6,5.0,4.0,"Home values in Irving Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Irving Park will decrease 1.1% (↓) in the next year.This home is valued 161.6% higher (↑) than the median home in Irving Park.The median Zestimate® for this neighborhood is $401,421.",https://www.zillow.com/homedetails/4326-N-Kildare-Ave-Chicago-IL-60641/2116602708_zpid/,5096.0,5000.0,,1,Sold
837,Single Family,1903.0,Forced air,Central,2 spaces,887500.0,"3853 N Hermitage Ave, Chicago, IL 60613", No,4,4.0,3.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will fall 0.3% (↓) in the next year.This home is valued 64.2% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/3853-N-Hermitage-Ave-Chicago-IL-60613/3709443_zpid/,2700.0,1643.0,,1,Sold
838,Multi Family,1890.0,Forced air,Other,2 spaces,620000.0,"1222 W Barry Ave, Chicago, IL 60657", No,5,2.0,2.0,"Home values in Lake View have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View will decrease 0.3% (↓) in the next year.This home is valued 14.7% higher (↑) than the median home in Lake View.The median Zestimate® for this neighborhood is $540,603.",https://www.zillow.com/homedetails/1222-W-Barry-Ave-Chicago-IL-60657/2110376634_zpid/,,1200.0,,0,Sold
839,Condo,2004.0,,Central,,361125.0,"1949 W Leland Ave APT 3, Chicago, IL 60640", No,2,2.0,,"Home values in Ravenswood have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Ravenswood will rise 2.6% (↑) in the next year.This home is valued 27.6% lower (↓) than the median home in Ravenswood.The median Zestimate® for this neighborhood is $498,877.",https://www.zillow.com/homedetails/1949-W-Leland-Ave-APT-3-Chicago-IL-60640/87694027_zpid/,,1145.0,156.0,0,Sold
840,Condo,1968.0,Forced air,Central,1 space,284000.0,"5901 N Sheridan Rd APT 3J, Chicago, IL 60660", No,2,2.0,2.0,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will increase 1.3% (↑) in the next year.This home is valued 17.3% higher (↑) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/5901-N-Sheridan-Rd-APT-3J-Chicago-IL-60660/3693684_zpid/,,1500.0,667.0,0,Sold
841,Single Family,2004.0,Forced air,Central,3 spaces,3000000.0,"465 W Superior St, Chicago, IL 60654", No,5,8.0,5.0,"Home values in River North have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in River North will decrease 0.3% (↓) in the next year.This home is valued 605.8% higher (↑) than the median home in River North.The median Zestimate® for this neighborhood is $425,048.",https://www.zillow.com/homedetails/465-W-Superior-St-Chicago-IL-60654/65542496_zpid/,3654.0,8768.0,125.0,3,Sold
842,Condo,1968.0,Forced air,None,,90000.0,"1700 E 56th St APT 2303, Chicago, IL 60637", No,0,1.0,1.0,"Home values in East Hyde Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Hyde Park will fall 2.1% (↓) in the next year.This home is valued 62.1% lower (↓) than the median home in East Hyde Park.The median Zestimate® for this neighborhood is $237,756.",https://www.zillow.com/homedetails/1700-E-56th-St-APT-2303-Chicago-IL-60637/3989005_zpid/,,,502.0,0,Sold
843,Condo,1927.0,,None,1 space,311000.0,"1409 W Elmdale Ave #3W, Chicago, IL 60660", No,2,1.0,1.0,"Home values in Edgewater have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Edgewater will rise 1.3% (↑) in the next year.This home is valued 28.4% higher (↑) than the median home in Edgewater.The median Zestimate® for this neighborhood is $242,192.",https://www.zillow.com/homedetails/1409-W-Elmdale-Ave-3W-Chicago-IL-60660/3693054_zpid/,,1600.0,375.0,0,Sold
844,Single Family,1911.0,Forced air,Central,2 spaces,705000.0,"2126 W Summerdale Ave, Chicago, IL 60625", No,4,3.0,2.0,"Home values in Bowmanville have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Bowmanville will increase 4.8% (↑) in the next year.This home is valued 30.4% higher (↑) than the median home in Bowmanville.The median Zestimate® for this neighborhood is $540,497.",https://www.zillow.com/homedetails/2126-W-Summerdale-Ave-Chicago-IL-60625/3697278_zpid/,3689.0,2356.0,,1,Sold
845,Condo,1928.0,,None,,289000.0,"529 W Melrose St #3D, Chicago, IL 60657", No,1,1.0,1.0,"Home values in Lake View East have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Lake View East will decrease 0.6% (↓) in the next year.This home is valued 8.4% lower (↓) than the median home in Lake View East.The median Zestimate® for this neighborhood is $315,541.",https://www.zillow.com/homedetails/529-W-Melrose-St-3D-Chicago-IL-60657/3719174_zpid/,,1200.0,307.0,0,Sold
846,Condo,2000.0,"Forced air, Gas",Central,1 space,600000.0,"1654 W Augusta Blvd #1E, Chicago, IL 60622", No,3,3.0,3.0,"Home values in East Ukrainian Village have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in East Ukrainian Village will rise 1.7% (↑) in the next year.This home is valued 12.9% higher (↑) than the median home in East Ukrainian Village.The median Zestimate® for this neighborhood is $531,329.",https://www.zillow.com/homedetails/1654-W-Augusta-Blvd-1E-Chicago-IL-60622/60202393_zpid/,,2700.0,280.0,0,Sold
847,Condo,2008.0,Forced air,Central,1 space,495000.0,"1423 N Artesian Ave #1, Chicago, IL 60622", No,3,3.0,3.0,"Home values in Humboldt Park have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Humboldt Park will rise 4.2% (↑) in the next year.This home is valued 64.9% higher (↑) than the median home in Humboldt Park.The median Zestimate® for this neighborhood is $300,127.",https://www.zillow.com/homedetails/1423-N-Artesian-Ave-1-Chicago-IL-60622/89889034_zpid/,,2465.0,200.0,0,Sold
848,Condo,2002.0,Electric,Central,1 space,323500.0,"1740 N Maplewood Ave APT 420, Chicago, IL 60647", No,2,1.0,1.0,"Home values in Logan Square have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Logan Square will increase 1.6% (↑) in the next year.This home is valued 19.9% lower (↓) than the median home in Logan Square.The median Zestimate® for this neighborhood is $403,670.",https://www.zillow.com/homedetails/1740-N-Maplewood-Ave-APT-420-Chicago-IL-60647/63693720_zpid/,,1200.0,360.0,0,Sold
849,Single Family,1988.0,Forced air,Central,2 spaces,355000.0,"3950 W 101st St, Chicago, IL 60655", No,3,2.0,1.0,"Home values in 60655 have risen 0.6 % (↑) over the past 12 months.Zillow predicts the home values in Tally's Corner will rise 1.6% (↑) in the next year.This home is valued 42.5% higher (↑) than the median home in Tally's Corner.The median Zestimate® for this neighborhood is $249,049.",https://www.zillow.com/homedetails/3950-W-101st-St-Chicago-IL-60655/4074562_zpid/,5187.0,1405.0,,1,Sold
